"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"VPS13B.1",0.000475133929798228,-0.326573275802209,0.453,0.518,1,"COVID-19","VPS13B"
"KAT6B.1",0.000476484254411823,-0.542401483938642,0.202,0.276,1,"COVID-19","KAT6B"
"IKZF2.1",0.00049786655372455,-0.487066351731923,0.171,0.253,1,"COVID-19","IKZF2"
"XPO1.1",0.000533421531009774,0.412840469442767,0.281,0.184,1,"COVID-19","XPO1"
"MT-ND4.1",0.000534559111021346,-0.562124304015492,0.206,0.283,1,"COVID-19","MT-ND4"
"WWOX.1",0.000536546433469149,-0.458024780472847,0.283,0.357,1,"COVID-19","WWOX"
"UBE2K.1",0.000552011839517809,0.420172351122881,0.283,0.186,1,"COVID-19","UBE2K"
"RIPOR2.1",0.000559193957075132,-0.30441481788153,0.47,0.556,1,"COVID-19","RIPOR2"
"SSBP3.1",0.000580407611562443,0.431536181194076,0.251,0.161,1,"COVID-19","SSBP3"
"NCAM1.1",0.000667707149205506,0.345524173944669,0.344,0.232,1,"COVID-19","NCAM1"
"DGKD.1",0.000710963450847326,0.388833527263284,0.347,0.25,1,"COVID-19","DGKD"
"APBA2.1",0.000726451813429698,-0.386598971091012,0.27,0.362,1,"COVID-19","APBA2"
"STK17A.1",0.000753070304498279,0.342786578289635,0.32,0.217,1,"COVID-19","STK17A"
"STK10.1",0.000772660981749903,-0.330843656231664,0.406,0.49,1,"COVID-19","STK10"
"LCP1.1",0.000781029106285407,0.335321185587032,0.343,0.237,1,"COVID-19","LCP1"
"PRPF38B.1",0.000792321577358671,-0.504692132496524,0.183,0.258,1,"COVID-19","PRPF38B"
"CYTIP.1",0.000802551428133435,0.350293498813354,0.376,0.27,1,"COVID-19","CYTIP"
"NAP1L4.1",0.000808598912221457,0.375990104247439,0.311,0.212,1,"COVID-19","NAP1L4"
"PHF20.1",0.000829990729179147,-0.469307293924859,0.193,0.27,1,"COVID-19","PHF20"
"SETD5.1",0.000840702256187004,0.431974456664296,0.27,0.184,1,"COVID-19","SETD5"
"NCOA3.1",0.000866964537851907,0.405590467939028,0.27,0.181,1,"COVID-19","NCOA3"
"WNK1.1",0.000919923434993297,0.299831089784092,0.367,0.255,1,"COVID-19","WNK1"
"DYRK1A.1",0.000937431193447423,0.321083100783152,0.419,0.311,1,"COVID-19","DYRK1A"
"SND1.1",0.00106251371372008,0.350931669923908,0.287,0.191,1,"COVID-19","SND1"
"SLC4A7.1",0.00114299020090941,0.397508008928875,0.258,0.171,1,"COVID-19","SLC4A7"
"KDM4C.1",0.00116857944492348,-0.42967427571794,0.285,0.355,1,"COVID-19","KDM4C"
"SYNRG.1",0.00117354373881328,0.388873024174496,0.27,0.181,1,"COVID-19","SYNRG"
"TBC1D22A.1",0.00126358803664451,-0.374883006583228,0.36,0.431,1,"COVID-19","TBC1D22A"
"RAB8B.1",0.00127360418630472,0.413897256505706,0.311,0.224,1,"COVID-19","RAB8B"
"SRSF11.1",0.00146578012257289,-0.372066161396246,0.286,0.365,1,"COVID-19","SRSF11"
"ZDHHC20.1",0.00147221998412902,0.292216361850212,0.296,0.196,1,"COVID-19","ZDHHC20"
"PDE7A.1",0.00151431191181377,0.289150785464468,0.446,0.329,1,"COVID-19","PDE7A"
"PTBP3.1",0.00161490941625825,0.363106295154005,0.266,0.179,1,"COVID-19","PTBP3"
"PRRC2C.1",0.00180191776382826,0.31836610582457,0.434,0.339,1,"COVID-19","PRRC2C"
"ABHD15-AS1.1",0.00189244937772489,-0.447605759538092,0.204,0.276,1,"COVID-19","ABHD15-AS1"
"SLC9A9.1",0.00199820520815155,-0.396492374823505,0.259,0.334,1,"COVID-19","SLC9A9"
"AKNA.1",0.00201294682353867,-0.320277311925871,0.401,0.472,1,"COVID-19","AKNA"
"CNOT2.1",0.00201928095180145,0.342317618963504,0.269,0.181,1,"COVID-19","CNOT2"
"SP100.1",0.00212421981531422,-0.31329155256984,0.413,0.474,1,"COVID-19","SP100"
"RIN3.1",0.00217264681050776,0.313325871577222,0.412,0.314,1,"COVID-19","RIN3"
"USP3.1",0.00221445588027821,0.344821980310649,0.274,0.189,1,"COVID-19","USP3"
"GALNT10.1",0.00221477744644386,-0.458284037717369,0.19,0.258,1,"COVID-19","GALNT10"
"KCNQ5.1",0.00229279967358213,0.301791989238265,0.306,0.212,1,"COVID-19","KCNQ5"
"SCML4.1",0.00247263501372996,-0.435452467783055,0.202,0.27,1,"COVID-19","SCML4"
"ATRX.1",0.00256534265265535,0.292588630542616,0.448,0.347,1,"COVID-19","ATRX"
"ZMYM2.1",0.0025920758718768,0.286900975483203,0.287,0.196,1,"COVID-19","ZMYM2"
"FAM172A.1",0.00263349096238514,-0.346443684898933,0.374,0.439,1,"COVID-19","FAM172A"
"TRA2A.1",0.00273145024036393,0.35844383526415,0.257,0.176,1,"COVID-19","TRA2A"
"AC079793.1.1",0.00299529066991286,-0.373690067253964,0.283,0.357,1,"COVID-19","AC079793.1"
"PRMT2.1",0.00308654345667977,-0.514213697152552,0.229,0.286,1,"COVID-19","PRMT2"
"TMEM181.1",0.00330491988977641,0.317860735152666,0.351,0.263,1,"COVID-19","TMEM181"
"HDAC4.1",0.00341190412429825,0.366344909543268,0.299,0.219,1,"COVID-19","HDAC4"
"MT-ATP6.1",0.00357432820968414,-0.380018471256494,0.274,0.347,1,"COVID-19","MT-ATP6"
"DNAJC1.1",0.00383204351238386,0.278022905336532,0.37,0.276,1,"COVID-19","DNAJC1"
"CCNH.1",0.00387654309375946,-0.399341520294893,0.26,0.324,1,"COVID-19","CCNH"
"BAZ1A.1",0.00403864571527803,0.38521096757634,0.256,0.181,1,"COVID-19","BAZ1A"
"PSME4.1",0.00408744244958043,0.378134233900319,0.253,0.179,1,"COVID-19","PSME4"
"UBAC2.1",0.00416048393640262,0.306020303584081,0.287,0.204,1,"COVID-19","UBAC2"
"PLEKHA2.1",0.00434037353959704,0.326474702829175,0.301,0.219,1,"COVID-19","PLEKHA2"
"MSN.1",0.00434914566717573,0.282613152634204,0.341,0.253,1,"COVID-19","MSN"
"CAB39.1",0.00449554714350374,0.258945431758618,0.277,0.191,1,"COVID-19","CAB39"
"AKT3.1",0.00477762098728734,-0.266692035514463,0.439,0.51,1,"COVID-19","AKT3"
"PTPN22.1",0.00521497156748718,0.269242244566723,0.382,0.291,1,"COVID-19","PTPN22"
"MARK3.1",0.00543864764018792,0.334790173305337,0.289,0.212,1,"COVID-19","MARK3"
"KMT2A.1",0.00581984823818408,0.375657813129896,0.275,0.204,1,"COVID-19","KMT2A"
"ANKIB1.1",0.00598673969385626,0.31848125724277,0.264,0.189,1,"COVID-19","ANKIB1"
"USP15.1",0.00610294519892564,0.294983936344728,0.385,0.298,1,"COVID-19","USP15"
"GLCCI1.1",0.00657125672569079,0.285651746058575,0.313,0.232,1,"COVID-19","GLCCI1"
"NSMCE2.1",0.00668020000903126,-0.468651126424614,0.21,0.265,1,"COVID-19","NSMCE2"
"RNF115.1",0.00669519058179397,-0.424190348081544,0.214,0.273,1,"COVID-19","RNF115"
"ANKHD1.1",0.00686751697572314,-0.391870619935117,0.225,0.286,1,"COVID-19","ANKHD1"
"ZNF609.1",0.00739102690469282,-0.382884228650682,0.273,0.332,1,"COVID-19","ZNF609"
"RAPGEF6.1",0.00743471636999625,0.325199067457485,0.314,0.24,1,"COVID-19","RAPGEF6"
"MYO1F.1",0.00757083902554586,-0.281932554000563,0.43,0.48,1,"COVID-19","MYO1F"
"PLCL2.1",0.00805654341485212,-0.259581405609079,0.457,0.505,1,"COVID-19","PLCL2"
"BABAM2.1",0.00827745382268443,-0.37889731793985,0.261,0.321,1,"COVID-19","BABAM2"
"TGFBR3.1",0.00852677174704931,-0.3224105392591,0.293,0.355,1,"COVID-19","TGFBR3"
"BPTF.1",0.00853382399059907,-0.272522655424765,0.416,0.472,1,"COVID-19","BPTF"
"FOXO1.1",0.0086062317202341,0.347521050840029,0.27,0.202,1,"COVID-19","FOXO1"
"PRF1.1",0.00885031120307876,0.284084332285576,0.305,0.227,1,"COVID-19","PRF1"
"UBE2D3.1",0.00948451899787938,0.282390872846468,0.267,0.194,1,"COVID-19","UBE2D3"
