"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SLC38A2.1",0.0012514533100241,0.337590654291477,0.43,0.364,1,"long_covid","SLC38A2"
"MEAF6.1",0.00128866143641787,-0.313401017143676,0.255,0.322,1,"long_covid","MEAF6"
"GABARAPL2.1",0.00138747418659999,-0.255723548866178,0.238,0.31,1,"long_covid","GABARAPL2"
"FNBP4.1",0.00154044803758616,-0.275487429303388,0.356,0.433,1,"long_covid","FNBP4"
"SF3A1.1",0.00157449021001232,-0.260420595216024,0.338,0.419,1,"long_covid","SF3A1"
"PREX1.1",0.00160819190463656,0.321541167214463,0.574,0.529,1,"long_covid","PREX1"
"MKRN1.1",0.00167126536721356,-0.277843131397944,0.251,0.317,1,"long_covid","MKRN1"
"JTB.1",0.00169478213971952,-0.250602946877045,0.417,0.496,1,"long_covid","JTB"
"UBTF.1",0.00178817601485732,-0.319129456095947,0.291,0.354,1,"long_covid","UBTF"
"PSMA5.1",0.00191545884967359,-0.267962572148581,0.276,0.348,1,"long_covid","PSMA5"
"ECH1.1",0.00193098802924898,-0.296262041292077,0.298,0.369,1,"long_covid","ECH1"
"ZNF600.1",0.00198252494209889,0.545956129736033,0.314,0.262,1,"long_covid","ZNF600"
"MIDN.1",0.00198588606164246,0.386745717860161,0.468,0.428,1,"long_covid","MIDN"
"BIN1.1",0.00204006731593281,0.28569179915141,0.431,0.365,1,"long_covid","BIN1"
"COX7A2.1",0.00207961024370317,-0.251064582588907,0.473,0.531,1,"long_covid","COX7A2"
"RAB4B.1",0.00213966819989901,-0.350643550581626,0.218,0.279,1,"long_covid","RAB4B"
"TMEM109.1",0.00219350936779275,-0.336823696079349,0.271,0.34,1,"long_covid","TMEM109"
"SERPINB1.1",0.00225826792858734,-0.275981143105268,0.414,0.484,1,"long_covid","SERPINB1"
"RGS19.1",0.00228232721258989,-0.261340082623098,0.277,0.348,1,"long_covid","RGS19"
"ARHGEF6.1",0.00230936727675272,-0.375646310150879,0.213,0.274,1,"long_covid","ARHGEF6"
"MDH2.1",0.00234935488786781,-0.256350378108142,0.357,0.424,1,"long_covid","MDH2"
"SAT1.1",0.00250026581695146,0.364141599518992,0.468,0.418,1,"long_covid","SAT1"
"SLA.1",0.00255642469860582,0.48943855161692,0.328,0.277,1,"long_covid","SLA"
"POLR2G.1",0.00258829339710187,-0.270232907923534,0.322,0.393,1,"long_covid","POLR2G"
"CNN2.1",0.00266099553148726,-0.33641444433883,0.319,0.381,1,"long_covid","CNN2"
"RFC1.1",0.00272208707874017,0.438842890281835,0.327,0.282,1,"long_covid","RFC1"
"IDH2.1",0.00274979989676745,-0.316972417209779,0.277,0.339,1,"long_covid","IDH2"
"RBM22.1",0.00275382603955355,-0.411006492649976,0.194,0.252,1,"long_covid","RBM22"
"TWF2.1",0.00283359416280382,-0.294234398299609,0.247,0.312,1,"long_covid","TWF2"
"GLIPR1.1",0.00292977363532112,-0.282870389694108,0.33,0.4,1,"long_covid","GLIPR1"
"RPS27L.1",0.00294895412878192,-0.291490017603839,0.252,0.317,1,"long_covid","RPS27L"
"PPP4R3B.1",0.00298690518179155,0.357817915472499,0.343,0.291,1,"long_covid","PPP4R3B"
"RBCK1.1",0.00304182192235609,-0.270067562394242,0.245,0.312,1,"long_covid","RBCK1"
"ATXN2L.1",0.00333174462525217,-0.263461032961577,0.308,0.377,1,"long_covid","ATXN2L"
"LINC02256.1",0.00338120353676982,-0.258089035725407,0.247,0.315,1,"long_covid","LINC02256"
"TSPYL2.1",0.00339097731771481,0.441155546314275,0.333,0.288,1,"long_covid","TSPYL2"
"SKAP2.1",0.00359666930207942,-0.341874152534092,0.211,0.266,1,"long_covid","SKAP2"
"ZFP36.1",0.00361985762080801,0.296018644799085,0.859,0.879,1,"long_covid","ZFP36"
"SLC2A3.1",0.00366240476823528,0.388811628615038,0.428,0.389,1,"long_covid","SLC2A3"
"GALNT1.1",0.00372212346266656,0.512389700944445,0.263,0.218,1,"long_covid","GALNT1"
"CTDNEP1.1",0.00392822174012851,-0.270757935299191,0.38,0.443,1,"long_covid","CTDNEP1"
"LINC00623.1",0.00397152853918726,-0.308694518635107,0.223,0.286,1,"long_covid","LINC00623"
"NUCB2.1",0.00400582199208192,-0.290459359837901,0.237,0.3,1,"long_covid","NUCB2"
"MMP24OS.1",0.00434096921165829,-0.252928231725289,0.292,0.36,1,"long_covid","MMP24OS"
"ATP10A.1",0.00464865702522681,0.537253681392079,0.262,0.212,1,"long_covid","ATP10A"
"SPTBN1.1",0.00466533725346059,-0.251873475272806,0.249,0.308,1,"long_covid","SPTBN1"
"CLASP1.1",0.00488150590493975,0.385744833230999,0.332,0.281,1,"long_covid","CLASP1"
"ITM2A.1",0.00533863945774061,-0.350060486587349,0.202,0.258,1,"long_covid","ITM2A"
"MNAT1.1",0.00538978643320843,0.4931784917366,0.294,0.249,1,"long_covid","MNAT1"
"ANKRD17.1",0.00619473788163222,0.268133787529266,0.35,0.297,1,"long_covid","ANKRD17"
"ARL15.1",0.00628304982794464,0.281807067884563,0.366,0.318,1,"long_covid","ARL15"
"FBL.1",0.00664954267703677,-0.286272148626786,0.304,0.366,1,"long_covid","FBL"
"CD38.1",0.00717678423007381,0.340249699433302,0.365,0.316,1,"long_covid","CD38"
"PSMA1.1",0.00726103355719195,-0.292099423117729,0.344,0.407,1,"long_covid","PSMA1"
"ARIH1.1",0.00753379014861259,0.338247110675017,0.567,0.546,1,"long_covid","ARIH1"
"CCNDBP1.1",0.00791524748886396,-0.309712465829908,0.266,0.323,1,"long_covid","CCNDBP1"
"ARID2.1",0.00792147657183035,0.286818004196432,0.33,0.283,1,"long_covid","ARID2"
"JUN.1",0.00823012036476065,0.481970193186729,0.775,0.827,1,"long_covid","JUN"
"AGO3.1",0.00827190858699168,0.301225406052527,0.266,0.221,1,"long_covid","AGO3"
"ARNTL.1",0.00916315391659103,0.263087517309229,0.357,0.305,1,"long_covid","ARNTL"
"CARD11.1",0.00939387717311798,0.289844201718152,0.489,0.443,1,"long_covid","CARD11"
"RASA3.1",0.00979304452957252,0.282778462863556,0.676,0.667,1,"long_covid","RASA3"
