"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"LEF1",0,1.77053055749358,0.864,0.295,0,"0","LEF1"
"TCF7",0,1.61763098997824,0.903,0.421,0,"0","TCF7"
"CCR7",0,1.90393938386985,0.692,0.222,0,"0","CCR7"
"CAMK4",0,1.19928462367259,0.813,0.349,0,"0","CAMK4"
"IL7R",0,0.930054866559054,0.872,0.43,0,"0","IL7R"
"MAL",0,1.96011724696312,0.604,0.181,0,"0","MAL"
"FHIT",0,1.55749554763036,0.623,0.209,0,"0","FHIT"
"LTB",0,1.04089171573241,0.915,0.515,0,"0","LTB"
"INPP4B",0,1.06898416578966,0.658,0.288,0,"0","INPP4B"
"PIK3IP1",0,1.40278254639496,0.707,0.356,0,"0","PIK3IP1"
"TSHZ2",0,1.6773259138295,0.446,0.096,0,"0","TSHZ2"
"RCAN3",0,1.41208852949355,0.621,0.278,0,"0","RCAN3"
"PRKCQ-AS1",0,1.62978457919569,0.557,0.215,0,"0","PRKCQ-AS1"
"NOSIP",0,1.38530005332304,0.732,0.394,0,"0","NOSIP"
"TRABD2A",0,1.73090257505808,0.492,0.159,0,"0","TRABD2A"
"LDHB",0,1.17719892794245,0.841,0.567,0,"0","LDHB"
"EEF1G",0,0.780713950276263,0.912,0.815,0,"0","EEF1G"
"SARAF",0,0.824353751317657,0.949,0.855,0,"0","SARAF"
"EEF1B2",0,0.864407950926719,0.909,0.82,0,"0","EEF1B2"
"RPL22",0,0.812059411641415,0.941,0.859,0,"0","RPL22"
"RPS5",0,0.886695056269288,0.917,0.84,0,"0","RPS5"
"RPL38",0,0.71261080882248,0.933,0.861,0,"0","RPL38"
"RPL9",0,0.758197311180601,0.94,0.876,0,"0","RPL9"
"RPL18",0,0.701801734419496,0.949,0.885,0,"0","RPL18"
"RPL5",0,0.821153994151992,0.941,0.878,0,"0","RPL5"
"RPS25",0,0.799279623799184,0.951,0.891,0,"0","RPS25"
"RPL21",0,0.644532687878417,0.959,0.9,0,"0","RPL21"
"RPL36",0,0.707970265982116,0.94,0.881,0,"0","RPL36"
"RPL14",0,0.686510324365724,0.952,0.894,0,"0","RPL14"
"RPL35A",0,0.734629375680738,0.947,0.889,0,"0","RPL35A"
"RPS4X",0,0.706913025336308,0.945,0.887,0,"0","RPS4X"
"RPL29",0,0.648278028032905,0.941,0.884,0,"0","RPL29"
"RPS21",0,0.71802690190504,0.961,0.904,0,"0","RPS21"
"RPS6",0,0.720606460850002,0.961,0.906,0,"0","RPS6"
"RPL18A",0,0.636865503438695,0.954,0.901,0,"0","RPL18A"
"RPLP2",0,0.611883756921419,0.957,0.905,0,"0","RPLP2"
"RPS13",0,0.859515580113314,0.952,0.9,0,"0","RPS13"
"RPL39",0,0.720320686369433,0.961,0.909,0,"0","RPL39"
"RPL37",0,0.646722146915734,0.963,0.913,0,"0","RPL37"
"RPS3",0,0.698662390058627,0.954,0.904,0,"0","RPS3"
"RPS15",0,0.582767920078989,0.95,0.901,0,"0","RPS15"
"RPS23",0,0.71851844908042,0.956,0.908,0,"0","RPS23"
"RPS18",0,0.676501160443617,0.958,0.91,0,"0","RPS18"
"RPS14",0,0.722305086666046,0.959,0.912,0,"0","RPS14"
"RPS15A",0,0.760793214771425,0.961,0.914,0,"0","RPS15A"
"RPL32",0,0.867195570625175,0.969,0.923,0,"0","RPL32"
"RPL19",0,0.705949626948452,0.964,0.919,0,"0","RPL19"
"RPS28",0,0.69304174903273,0.959,0.914,0,"0","RPS28"
"RPS27A",0,0.764698486363983,0.961,0.917,0,"0","RPS27A"
"RPS8",0,0.726468936858319,0.966,0.924,0,"0","RPS8"
"RPL30",0,0.846683998780942,0.956,0.915,0,"0","RPL30"
"RPS12",0,0.87031845032677,0.978,0.938,0,"0","RPS12"
"RPL11",0,0.800719825583444,0.953,0.913,0,"0","RPL11"
"RPS3A",0,0.851449911411956,0.96,0.922,0,"0","RPS3A"
"RPL34",0,0.735250511584161,0.958,0.922,0,"0","RPL34"
"RPL13",0,0.720028664956557,0.974,0.939,0,"0","RPL13"
"RPS27",0,0.723569683150409,0.975,0.943,0,"0","RPS27"
"RPL10",0,0.671743078910191,0.972,0.943,0,"0","RPL10"
"EEF1A1",0,0.617729881587454,0.988,0.973,0,"0","EEF1A1"
"RPL3",1.64264508220598e-306,0.662207044599204,0.952,0.888,3.33555510392746e-302,"0","RPL3"
"BCL11B",3.98245610971663e-305,1.08046892154919,0.755,0.392,8.08677537639059e-301,"0","BCL11B"
"RPL24",4.26673391759882e-305,0.657390045961148,0.933,0.862,8.66402989307616e-301,"0","RPL24"
"RPL10A",4.32544663586389e-303,0.679495725986469,0.939,0.859,8.78325193878521e-299,"0","RPL10A"
"TPT1",1.46023249622616e-301,0.577928481577032,0.971,0.958,2.96514810683684e-297,"0","TPT1"
"CD3E",4.98119967296635e-300,0.904436063852447,0.901,0.52,1.01148240559255e-295,"0","CD3E"
"LINC00861",2.26801368772818e-298,1.37801420095285,0.666,0.332,4.60542859430085e-294,"0","LINC00861"
"GAS5",1.93267402169509e-295,1.09829386430916,0.818,0.583,3.92448786845405e-291,"0","GAS5"
"RPS29",4.10871841184915e-295,0.659578918057252,0.942,0.879,8.34316360710088e-291,"0","RPS29"
"RPL28",2.71480319227738e-287,0.517160491306338,0.967,0.924,5.51267936223845e-283,"0","RPL28"
"LEPROTL1",1.1665251321487e-283,1.03729712402664,0.814,0.536,2.36874593334115e-279,"0","LEPROTL1"
"RPL4",4.92162987377247e-278,0.668096978136061,0.933,0.86,9.99386162168237e-274,"0","RPL4"
"CHRM3-AS2",1.91459362648895e-277,2.15494612749053,0.302,0.077,3.88777381794846e-273,"0","CHRM3-AS2"
"SELL",2.25693018894989e-275,1.00437847806422,0.815,0.511,4.58292244168164e-271,"0","SELL"
"RPL12",5.10741611234891e-275,0.568687196995479,0.947,0.901,1.03711191577357e-270,"0","RPL12"
"RPSA",1.01070705320858e-266,0.678359763227146,0.924,0.848,2.05234174224534e-262,"0","RPSA"
"CD27",2.0373851792633e-263,1.38951169534473,0.522,0.218,4.13711434501205e-259,"0","CD27"
"C12orf57",1.2476688539303e-262,1.08470021043225,0.786,0.537,2.53351637479088e-258,"0","C12orf57"
"TESPA1",2.61220051328967e-262,1.37924430449846,0.518,0.215,5.304334362286e-258,"0","TESPA1"
"RPS16",1.08115857427338e-260,0.592165059083787,0.934,0.87,2.19540060091952e-256,"0","RPS16"
"OXNAD1",2.97238867827527e-259,1.23129887978078,0.589,0.278,6.03573245010576e-255,"0","OXNAD1"
"CD3D",1.32423072457816e-254,0.942492950526036,0.762,0.391,2.68898290932841e-250,"0","CD3D"
"RPL41",5.74216546211662e-254,0.473190753056242,0.977,0.954,1.1660041187374e-249,"0","RPL41"
"TRAT1",1.55523655618661e-249,1.68306802260251,0.392,0.136,3.15806335099254e-245,"0","TRAT1"
"SNHG29",9.62718977321202e-247,0.923770862991468,0.825,0.647,1.95489715534843e-242,"0","SNHG29"
"RACK1",4.41460191642571e-245,0.571128779642194,0.93,0.861,8.96429065149404e-241,"0","RACK1"
"EPHX2",9.55874139740951e-243,2.11279395784603,0.259,0.064,1.94099802815798e-238,"0","EPHX2"
"PLCL1",1.05408048193828e-230,1.27311667770058,0.424,0.16,2.14041582662387e-226,"0","PLCL1"
"IL6ST",6.19795717461258e-228,1.23544387286353,0.544,0.263,1.25855718387683e-223,"0","IL6ST"
"NACA",1.97073316210274e-227,0.559361876048339,0.928,0.869,4.00177075896582e-223,"0","NACA"
"NPM1",1.13555272468048e-223,0.751937728715285,0.871,0.75,2.30585336273618e-219,"0","NPM1"
"SERINC5",3.04502920225982e-221,1.09537288699076,0.575,0.286,6.18323629810879e-217,"0","SERINC5"
"PCED1B-AS1",2.87677942818473e-219,1.04374547620435,0.755,0.5,5.84158830687191e-215,"0","PCED1B-AS1"
"BACH2",8.63128715125305e-217,0.614949808645878,0.687,0.363,1.75266916893344e-212,"0","BACH2"
"RPS2",6.06711253967312e-216,0.499108126999268,0.956,0.907,1.23198787230602e-211,"0","RPS2"
"TOMM7",2.5681100445101e-211,0.722287695382241,0.874,0.772,5.21480425638221e-207,"0","TOMM7"
"RPL31",6.11543264708264e-211,0.587508705328276,0.921,0.836,1.2417997533166e-206,"0","RPL31"
"RPS7",5.20165201321673e-208,0.483455865023218,0.951,0.897,1.05624745780379e-203,"0","RPS7"
"NDFIP1",5.13365587583229e-207,0.953556773120001,0.735,0.511,1.04244016214651e-202,"0","NDFIP1"
"LINC01550",2.07162640423736e-206,1.86243534652345,0.28,0.084,4.20664457644438e-202,"0","LINC01550"
"ANK3",6.43754126002235e-204,0.855707624426671,0.502,0.224,1.30720712826014e-199,"0","ANK3"
"RPL6",6.7204423848684e-204,0.476216523162708,0.95,0.9,1.36465303067138e-199,"0","RPL6"
"ABLIM1",4.00757064923663e-203,0.945805742382758,0.661,0.376,8.1377729603399e-199,"0","ABLIM1"
"CD3G",1.16684384422525e-202,0.940367949157447,0.651,0.341,2.3693931100838e-198,"0","CD3G"
"ETS1",1.56690058792915e-200,0.75516446728216,0.875,0.631,3.18174833384894e-196,"0","ETS1"
"MAML2",1.60904721201351e-200,0.832179858115768,0.731,0.459,3.26733126871463e-196,"0","MAML2"
"RPL17",1.63383424285484e-199,0.488986826492869,0.946,0.885,3.31766381354105e-195,"0","RPL17"
"RPS9",5.57040024127046e-198,0.489420773342029,0.932,0.881,1.13112547299238e-193,"0","RPS9"
"RPL7",4.71865973647381e-197,0.582683589960125,0.912,0.827,9.58171046088371e-193,"0","RPL7"
"RPL7A",7.29645992366085e-197,0.471016627239099,0.943,0.892,1.48161915209857e-192,"0","RPL7A"
"FLT3LG",1.75652644433175e-196,1.13788999528767,0.582,0.312,3.56680259786005e-192,"0","FLT3LG"
"STMN3",1.49671549862583e-194,1.4410050302787,0.421,0.18,3.03923049150961e-190,"0","STMN3"
"CD5",1.67506084691466e-194,1.11684337148703,0.526,0.253,3.4013785557449e-190,"0","CD5"
"RPL13A",2.48677155932158e-193,0.49316474302328,0.946,0.887,5.04963832835839e-189,"0","RPL13A"
"RPS20",3.12183122475007e-193,0.632612822900675,0.893,0.789,6.33919048497749e-189,"0","RPS20"
"AK5",9.69299195236862e-188,1.56024226043843,0.272,0.083,1.96825894584797e-183,"0","AK5"
"NOP53",8.67269349452301e-187,0.752023911118858,0.839,0.698,1.76107714099784e-182,"0","NOP53"
"RPL36A",1.03098068457901e-186,0.517396490588348,0.933,0.861,2.09350937810615e-182,"0","RPL36A"
"ICOS",3.62907690352773e-186,1.344029887848,0.333,0.119,7.36920356030341e-182,"0","ICOS"
"RPL8",4.8620004039539e-186,0.48929566828364,0.943,0.885,9.87277802026879e-182,"0","RPL8"
"FAU",1.61198786263118e-182,0.4284790829455,0.946,0.888,3.27330255385887e-178,"0","FAU"
"RPLP0",1.38208165097451e-178,0.507201840413681,0.936,0.875,2.80645500046884e-174,"0","RPLP0"
"RPLP1",7.63208016793708e-177,0.445615503416913,0.974,0.95,1.5497701989013e-172,"0","RPLP1"
"DGKA",4.35280953502997e-175,1.16362808110624,0.518,0.274,8.83881504183185e-171,"0","DGKA"
"GIMAP5",1.90341208211046e-173,1.30274844128589,0.436,0.203,3.86506857393349e-169,"0","GIMAP5"
"EEF2",2.20622978467842e-172,0.494710306071944,0.927,0.869,4.47997020076801e-168,"0","EEF2"
"RPS19",6.35117005950102e-170,0.438634111973855,0.958,0.91,1.28966859228228e-165,"0","RPS19"
"ITK",3.09543239470895e-164,0.948887402186128,0.6,0.337,6.285585020696e-160,"0","ITK"
"SATB1",1.96560095439917e-163,1.17694571643133,0.493,0.262,3.99134929800295e-159,"0","SATB1"
"ITGA6",7.02004881860709e-163,1.39980694015398,0.364,0.153,1.42549111310635e-158,"0","ITGA6"
"CD6",5.25921608837228e-162,0.921091192409845,0.575,0.312,1.06793641890488e-157,"0","CD6"
"EEF1D",1.26044108346322e-159,0.512147017595758,0.908,0.844,2.55945166408042e-155,"0","EEF1D"
"RPL26",9.42315778596366e-157,0.385059031325311,0.95,0.904,1.91346642001778e-152,"0","RPL26"
"CHMP7",1.72952298578455e-156,1.42021039043734,0.371,0.166,3.5119693749341e-152,"0","CHMP7"
"FCMR",2.71258174120135e-156,0.876688058243922,0.661,0.408,5.50816848368346e-152,"0","FCMR"
"PRKCA",1.38540992125924e-153,0.913366589416767,0.514,0.275,2.81321338610902e-149,"0","PRKCA"
"EIF3E",8.32514747398066e-152,0.790334600588478,0.757,0.6,1.69050444606651e-147,"0","EIF3E"
"RPL23A",1.29311294354513e-150,0.442775088724239,0.94,0.872,2.62579514316275e-146,"0","RPL23A"
"TXNIP",6.6076909517486e-150,0.488224896366569,0.954,0.888,1.34175772466207e-145,"0","TXNIP"
"ITPKB",7.26793306354626e-150,1.03910365085172,0.513,0.287,1.4758264878837e-145,"0","ITPKB"
"LDLRAP1",1.15419866246259e-148,1.08489591360144,0.387,0.179,2.34371580399654e-144,"0","LDLRAP1"
"RPL37A",3.19616391057279e-147,0.432373526164981,0.939,0.871,6.49013043680911e-143,"0","RPL37A"
"AC243960.1",5.17313266414774e-147,1.23739768643712,0.406,0.195,1.05045631878184e-142,"0","AC243960.1"
"RPL35",5.04376863595636e-146,0.441828238862698,0.934,0.859,1.0241876592173e-141,"0","RPL35"
"RPS26",1.23476777833323e-145,0.666049934980562,0.927,0.89,2.50731945068346e-141,"0","RPS26"
"FYB1",2.00408206808544e-142,0.607871991119151,0.882,0.733,4.0694890474543e-138,"0","FYB1"
"GIMAP7",6.56782628547159e-140,1.00197398403875,0.567,0.345,1.33366280552786e-135,"0","GIMAP7"
"PABPC1",1.64678534377459e-139,0.388641791285973,0.966,0.934,3.34396231906868e-135,"0","PABPC1"
"PDE3B",2.79656691083028e-136,0.541818949978143,0.743,0.495,5.67870876913198e-132,"0","PDE3B"
"FOXP1",1.37662383518565e-134,0.504412324459188,0.885,0.737,2.79537235972799e-130,"0","FOXP1"
"CSGALNACT1",2.14573423820396e-134,1.02738536526303,0.352,0.157,4.35712794409697e-130,"0","CSGALNACT1"
"TLE5",1.90819494211251e-130,0.543470635533293,0.873,0.721,3.87478064945367e-126,"0","TLE5"
"NELL2",2.88296967652017e-129,0.717691996816141,0.423,0.203,5.85415822514185e-125,"0","NELL2"
"MLLT3",6.56018014752024e-129,1.04083746364373,0.41,0.204,1.33211018075546e-124,"0","MLLT3"
"PCED1B",6.58474658380981e-129,1.0085651520019,0.467,0.255,1.33709864130842e-124,"0","PCED1B"
"RETREG1",6.68213234134602e-125,1.2960293766967,0.265,0.104,1.35687379323372e-120,"0","RETREG1"
"SNHG8",1.90906559889457e-123,0.868533077860914,0.645,0.472,3.87654860511531e-119,"0","SNHG8"
"RPL27",1.3749912019083e-122,0.434846716044392,0.911,0.841,2.79205713459499e-118,"0","RPL27"
"CD28",1.48226692241901e-119,1.14664200809507,0.325,0.147,3.00989121266403e-115,"0","CD28"
"FAM102A",7.24186161355458e-119,1.31600713465486,0.331,0.156,1.47053241924839e-114,"0","FAM102A"
"S1PR1",7.69716693281134e-119,0.977111434372933,0.471,0.266,1.56298671737667e-114,"0","S1PR1"
"BCL2",1.39072156383104e-113,0.793551918241765,0.53,0.324,2.82399920751532e-109,"0","BCL2"
"COX7C",9.52357859827838e-108,0.497593445186671,0.857,0.761,1.93385787016641e-103,"0","COX7C"
"HINT1",3.5805063338442e-106,0.549947028649654,0.824,0.718,7.27057616150404e-102,"0","HINT1"
"UBA52",5.74380261870831e-106,0.3727182764403,0.928,0.861,1.16633655975491e-101,"0","UBA52"
"SUSD3",1.152552781707e-105,1.35524942415462,0.25,0.106,2.34037367853423e-101,"0","SUSD3"
"MALAT1",2.83330535552454e-105,0.333747095107299,1,0.995,5.75330985492814e-101,"0","MALAT1"
"APBB1",8.94881262529361e-105,1.20613281440536,0.287,0.13,1.81714589169212e-100,"0","APBB1"
"MYC",1.92956266197136e-104,1.30553435395538,0.279,0.126,3.91816994139904e-100,"0","MYC"
"MGAT4A",1.9231620702787e-103,0.777161950138255,0.572,0.377,3.90517289990792e-99,"0","MGAT4A"
"RHOH",1.17745701534652e-101,0.639023307369454,0.622,0.406,2.39094421536264e-97,"0","RHOH"
"PDE7A",7.29151245110572e-101,0.720508071914441,0.613,0.423,1.48061451832153e-96,"0","PDE7A"
"BTG1",4.42641744480507e-100,0.338387756156721,0.954,0.896,8.98828326342118e-96,"0","BTG1"
"TC2N",1.02866551302856e-99,0.576743799423753,0.556,0.343,2.0888081907558e-95,"0","TC2N"
"DNAJB1",3.74398173811831e-96,0.559513148503891,0.709,0.517,7.60252931742305e-92,"0","DNAJB1"
"SNHG32",2.64655491182168e-95,1.05656030296256,0.422,0.261,5.37409440394511e-91,"0","SNHG32"
"LAT",7.70186979871663e-95,0.645465353348506,0.555,0.35,1.5639416813274e-90,"0","LAT"
"RGS10",3.18640363381765e-94,0.318210307176584,0.568,0.393,6.47031121883011e-90,"0","RGS10"
"AQP3",1.14122457542061e-92,0.879146030973518,0.335,0.17,2.31737062284908e-88,"0","AQP3"
"LCK",4.82002244558733e-92,0.604534181859529,0.651,0.435,9.78753757800963e-88,"0","LCK"
"CITED4",1.11931240727348e-91,1.38090219235122,0.27,0.132,2.27287577420952e-87,"0","CITED4"
"SIRPG",9.09885654641585e-91,1.19485243591054,0.254,0.115,1.8476138103152e-86,"0","SIRPG"
"TMEM123",2.21553544703203e-89,0.638652222771226,0.684,0.54,4.49886627874324e-85,"0","TMEM123"
"ITM2A",7.96343387324415e-89,0.866205193609489,0.409,0.233,1.61705488230096e-84,"0","ITM2A"
"EVL",2.35192692483109e-88,0.458362700930945,0.814,0.637,4.77582281356202e-84,"0","EVL"
"IKZF1",2.43018369058684e-88,0.563480104280092,0.778,0.655,4.93473100210564e-84,"0","IKZF1"
"SESN3",2.54254217215846e-88,0.933569952227512,0.367,0.206,5.16288613478498e-84,"0","SESN3"
"GYPC",1.59442022803141e-86,0.758906258371024,0.583,0.42,3.23762971504059e-82,"0","GYPC"
"LBH",2.83753978687753e-85,0.75475373886855,0.514,0.334,5.76190829123351e-81,"0","LBH"
"TRAF3IP3",2.29424296301701e-84,0.66333568919776,0.667,0.527,4.65868976070235e-80,"0","TRAF3IP3"
"SNHG6",8.3287173693829e-84,0.576370728232227,0.731,0.599,1.69122934902689e-79,"0","SNHG6"
"RPL15",1.2281162771056e-83,0.325398644231031,0.931,0.873,2.49381291229064e-79,"0","RPL15"
"RAPGEF6",2.83397833327999e-83,0.760897492026786,0.487,0.321,5.75467640355834e-79,"0","RAPGEF6"
"PIM2",3.12463624165152e-83,1.03822227803766,0.37,0.216,6.34488635229757e-79,"0","PIM2"
"SPOCK2",7.19011863818796e-83,0.489641549978295,0.678,0.458,1.46002549067045e-78,"0","SPOCK2"
"THEMIS",1.07092711893329e-80,0.572759973953584,0.449,0.261,2.17462460770593e-76,"0","THEMIS"
"ACTN1",7.61634970391219e-80,0.435441204057895,0.361,0.202,1.54657597087641e-75,"0","ACTN1"
"COMMD6",8.06698049373229e-79,0.504566651839269,0.795,0.701,1.63808105905728e-74,"0","COMMD6"
"TXK",3.71341389934078e-78,0.700355662304625,0.418,0.244,7.54045826400138e-74,"0","TXK"
"SH3YL1",3.79567590447507e-77,1.21333989142123,0.255,0.126,7.70749949162709e-73,"0","SH3YL1"
"AP3M2",5.00745518352904e-77,0.999283822002853,0.254,0.123,1.01681384956741e-72,"0","AP3M2"
"RPL23",4.91213835318779e-76,0.42050504613381,0.846,0.756,9.97458813998313e-72,"0","RPL23"
"EIF4B",7.34153813427997e-75,0.51338137923882,0.761,0.667,1.49077273354689e-70,"0","EIF4B"
"NCK2",1.0221096178508e-74,0.497479618602258,0.503,0.331,2.07549579000783e-70,"0","NCK2"
"RPL27A",2.14580992960622e-74,0.363854002806864,0.892,0.818,4.35728164305839e-70,"0","RPL27A"
"BTF3",6.5509465474716e-74,0.39897253004869,0.868,0.797,1.33023520592958e-69,"0","BTF3"
"KLF2",8.68331109294085e-74,0.366936008860538,0.922,0.878,1.76323315053257e-69,"0","KLF2"
"TMC8",1.70318009896339e-71,0.735172635757432,0.526,0.374,3.45847750895506e-67,"0","TMC8"
"BEX2",3.2171866359738e-71,1.09327792163726,0.259,0.132,6.5328191830084e-67,"0","BEX2"
"ZEB1",2.77053752866806e-70,0.500452833413885,0.442,0.274,5.62585350571336e-66,"0","ZEB1"
"HNRNPA1",5.36135842710954e-70,0.346625342565139,0.894,0.828,1.08867744220886e-65,"0","HNRNPA1"
"COX4I1",6.05477703191808e-70,0.377908004553525,0.883,0.825,1.22948302410129e-65,"0","COX4I1"
"RPS24",1.00550833679305e-69,0.27346449640561,0.954,0.908,2.04178522869197e-65,"0","RPS24"
"TGFBR2",4.19218440599411e-69,0.630599643574451,0.627,0.493,8.51264965481164e-65,"0","TGFBR2"
"PSIP1",2.65439156049322e-68,0.687040211153559,0.547,0.402,5.39000750273753e-64,"0","PSIP1"
"MCUB",2.21635239407799e-67,0.58983241996605,0.616,0.483,4.50052517141477e-63,"0","MCUB"
"SNHG25",4.49377287233901e-67,1.07278074605494,0.283,0.156,9.1250551945716e-63,"0","SNHG25"
"HIVEP2",4.57287478000503e-67,0.723525126348494,0.448,0.297,9.28567952827822e-63,"0","HIVEP2"
"HSPB1",9.82243448255126e-67,0.829886301782843,0.403,0.263,1.99454354602686e-62,"0","HSPB1"
"ST13",1.39729840679935e-66,0.676780022867967,0.585,0.469,2.83735414484677e-62,"0","ST13"
"THEM4",5.62634115358152e-66,1.00937890426525,0.297,0.167,1.14248483464626e-61,"0","THEM4"
"UQCRB",1.29034870650565e-63,0.451952008873516,0.802,0.712,2.62018208343038e-59,"0","UQCRB"
"AC119396.1",1.80831489739595e-63,0.831897278376915,0.393,0.255,3.67196423065221e-59,"0","AC119396.1"
"KCNA3",5.23053469550954e-63,0.83219930385545,0.29,0.162,1.06211237527017e-58,"0","KCNA3"
"RPS10",1.08806034199259e-62,0.667526041607435,0.582,0.465,2.20941533045016e-58,"0","RPS10"
"LIME1",1.80275562488835e-62,0.51467768434505,0.554,0.376,3.66067557189828e-58,"0","LIME1"
"MHENCR",4.54526631308489e-62,1.04158386056259,0.314,0.188,9.22961777535017e-58,"0","MHENCR"
"SF1",1.66191823009072e-60,0.417020918423413,0.828,0.758,3.37469115802221e-56,"0","SF1"
"SVIP",9.68491901979743e-60,0.810078176241201,0.319,0.189,1.96661965616007e-55,"0","SVIP"
"SCML4",4.01983901246262e-59,0.634145386783701,0.419,0.27,8.1626850987066e-55,"0","SCML4"
"CDKN1B",9.90416918715086e-59,0.549590191568722,0.641,0.524,2.01114059514285e-54,"0","CDKN1B"
"GCC2",3.23961679563801e-58,0.682042701803491,0.546,0.418,6.57836586522254e-54,"0","GCC2"
"HSPA8",1.07899101941206e-57,0.366884423767115,0.825,0.727,2.19099916401813e-53,"0","HSPA8"
"LIMD2",2.11846132045795e-57,0.393581836091358,0.824,0.756,4.30174755732192e-53,"0","LIMD2"
"EIF3L",2.80094438288286e-57,0.507594025630236,0.697,0.6,5.68759766388194e-53,"0","EIF3L"
"NUCB2",2.98360158500943e-57,0.78123773280864,0.365,0.231,6.05850137852015e-53,"0","NUCB2"
"PIM1",4.082326186558e-57,0.777490768376924,0.427,0.294,8.28957155442467e-53,"0","PIM1"
"TNFAIP8",4.47178699572954e-57,0.616029197689496,0.549,0.417,9.08041067352841e-53,"0","TNFAIP8"
"ANP32B",5.47491117208148e-57,0.486914768369064,0.696,0.589,1.11173546260286e-52,"0","ANP32B"
"SMDT1",5.55005492708062e-57,0.605116328408669,0.623,0.518,1.12699415349299e-52,"0","SMDT1"
"APBA2",7.84910043896282e-57,0.782700557312996,0.267,0.146,1.59383833513579e-52,"0","APBA2"
"SFXN1",1.13051498645089e-56,0.760987990653565,0.34,0.209,2.29562373148718e-52,"0","SFXN1"
"THOC3",1.38135635374647e-55,0.936065603911881,0.289,0.17,2.80498221191758e-51,"0","THOC3"
"EIF3H",1.74993919174634e-55,0.447959090583901,0.751,0.672,3.55342652276011e-51,"0","EIF3H"
"SOD1",9.43310625310054e-55,0.564730861094385,0.595,0.476,1.91548655575459e-50,"0","SOD1"
"UXT",9.49333488388151e-55,0.563281632106338,0.629,0.533,1.92771658152098e-50,"0","UXT"
"CLEC2D",7.89680230225868e-54,0.46855449943059,0.542,0.387,1.60352467549665e-49,"0","CLEC2D"
"TRAC",1.70079173680875e-53,0.843775300603489,0.288,0.169,3.45362770076385e-49,"0","TRAC"
"AAK1",1.10275709533643e-51,0.571106094444108,0.56,0.434,2.23925855779015e-47,"0","AAK1"
"CD48",1.1996480038798e-51,0.415233887837983,0.75,0.653,2.43600523667833e-47,"0","CD48"
"MZT2B",1.80146118339748e-51,0.486708898515535,0.674,0.577,3.65804707900692e-47,"0","MZT2B"
"SNRPD2",2.10941154530495e-51,0.440918635133037,0.732,0.653,4.28337108389623e-47,"0","SNRPD2"
"GIMAP1",2.17280720926533e-51,0.920922403385726,0.326,0.211,4.41210231913417e-47,"0","GIMAP1"
"SGTB",4.19224655087991e-51,1.02785071088314,0.257,0.15,8.51277584621675e-47,"0","SGTB"
"ZC3HAV1",3.58279187169723e-50,0.473921585745555,0.622,0.505,7.2752171746684e-46,"0","ZC3HAV1"
"ATM",6.74785636286328e-50,0.458365086703218,0.674,0.548,1.37021971304302e-45,"0","ATM"
"CD4",1.15607541929949e-49,0.68485425756524,0.382,0.257,2.34752674642955e-45,"0","CD4"
"TMEM63A",1.31308400876961e-49,0.901539844053249,0.257,0.149,2.66634838820757e-45,"0","TMEM63A"
"SEPTIN6",1.58957923239248e-49,0.422302500365849,0.669,0.557,3.22779958929616e-45,"0","SEPTIN6"
"PFDN5",5.45398270332845e-49,0.288724497731652,0.893,0.831,1.10748572773788e-44,"0","PFDN5"
"CCDC18-AS1",3.08805777888304e-48,0.760333533639108,0.352,0.233,6.2706101257999e-44,"0","CCDC18-AS1"
"RIPOR2",6.12852859908093e-48,0.357705799156536,0.79,0.715,1.24445901732937e-43,"0","RIPOR2"
"DOCK10",1.08691588404347e-47,0.440492552265067,0.668,0.552,2.20709139413866e-43,"0","DOCK10"
"FXYD5",1.2256813255039e-47,0.314186039173836,0.87,0.806,2.48886849956822e-43,"0","FXYD5"
"ATF7IP2",1.42648611740524e-47,0.798214175403719,0.333,0.217,2.89662271000309e-43,"0","ATF7IP2"
"RPL36AL",8.1115279552735e-47,0.329397329382064,0.837,0.772,1.64712686659784e-42,"0","RPL36AL"
"PPP1R2",1.72449571979393e-46,0.618561442892369,0.527,0.421,3.50176100861354e-42,"0","PPP1R2"
"PLSCR3",2.09227082393179e-46,0.802589470672244,0.372,0.263,4.2485651350759e-42,"0","PLSCR3"
"SEPTIN1",2.94688526320451e-46,0.492075167847439,0.56,0.424,5.98394521546308e-42,"0","SEPTIN1"
"TRBC2",4.13543600762205e-46,0.523011416539012,0.569,0.426,8.39741635707734e-42,"0","TRBC2"
"LY9",2.73874107648648e-45,0.688423710620892,0.328,0.21,5.56128762991345e-41,"0","LY9"
"RSL1D1",2.95276606743397e-45,0.559020856114395,0.576,0.482,5.99588677653142e-41,"0","RSL1D1"
"FKBP5",7.60573044475455e-45,0.667585364210717,0.44,0.325,1.54441962411186e-40,"0","FKBP5"
"CIRBP",7.79469504458352e-45,0.336455421401744,0.807,0.732,1.58279077575313e-40,"0","CIRBP"
"IPCEF1",3.06426898671466e-44,0.753988613596811,0.297,0.19,6.22230460442278e-40,"0","IPCEF1"
"TECR",5.05343518471656e-44,0.595571264650193,0.454,0.337,1.02615054860854e-39,"0","TECR"
"OCIAD2",1.02459628827479e-43,0.745370516562147,0.337,0.223,2.08054522297079e-39,"0","OCIAD2"
