"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ST18",0,4.75303804230297,0.951,0.057,0,"0","ST18"
"PLP1",0,4.42601922362698,0.891,0.123,0,"0","PLP1"
"CTNNA3",0,4.31427710366355,0.947,0.256,0,"0","CTNNA3"
"RNF220",0,3.98273198170466,0.929,0.224,0,"0","RNF220"
"PIP4K2A",0,3.56976951580184,0.948,0.355,0,"0","PIP4K2A"
"TMEM144",0,3.4195306334629,0.794,0.102,0,"0","TMEM144"
"SLC7A14-AS1",0,3.41549101868675,0.697,0.07,0,"0","SLC7A14-AS1"
"SLC44A1",0,3.37557607205787,0.94,0.517,0,"0","SLC44A1"
"MBP",0,3.36591004204267,0.892,0.338,0,"0","MBP"
"AC008571.2",0,3.34283847135243,0.584,0.06,0,"0","AC008571.2"
"CLMN",0,3.31220924406336,0.805,0.116,0,"0","CLMN"
"C10orf90",0,3.20825078053012,0.792,0.086,0,"0","C10orf90"
"ENPP2",0,3.19366616692054,0.723,0.052,0,"0","ENPP2"
"PRUNE2",0,3.17336988358774,0.881,0.404,0,"0","PRUNE2"
"DOCK5",0,3.12153863297424,0.826,0.126,0,"0","DOCK5"
"MOBP",0,3.11682927159102,0.642,0.059,0,"0","MOBP"
"NCKAP5",0,3.11209279466665,0.873,0.231,0,"0","NCKAP5"
"TF",0,3.10688866333134,0.698,0.095,0,"0","TF"
"MAN2A1",0,3.07747128841496,0.865,0.457,0,"0","MAN2A1"
"FRMD4B",0,3.05002291059713,0.782,0.104,0,"0","FRMD4B"
"ELMO1",0,3.03393569866018,0.944,0.472,0,"0","ELMO1"
"TMEM165",0,3.01318633572937,0.838,0.318,0,"0","TMEM165"
"QDPR",0,2.98047952724994,0.774,0.273,0,"0","QDPR"
"DOCK10",0,2.96088919706214,0.885,0.237,0,"0","DOCK10"
"SLC5A11",0,2.94787501279911,0.492,0.032,0,"0","SLC5A11"
"LINC01608",0,2.91794907219998,0.545,0.021,0,"0","LINC01608"
"PHLPP1",0,2.91765429192831,0.913,0.477,0,"0","PHLPP1"
"TMTC2",0,2.89874461271865,0.914,0.438,0,"0","TMTC2"
"PIEZO2",0,2.88805506778782,0.583,0.046,0,"0","PIEZO2"
"PLCL1",0,2.86304278777361,0.886,0.497,0,"0","PLCL1"
"PXK",0,2.85158378043085,0.783,0.285,0,"0","PXK"
"ERBIN",0,2.84993423389138,0.919,0.503,0,"0","ERBIN"
"KCNH8",0,2.83470474202798,0.671,0.076,0,"0","KCNH8"
"PDE4B",0,2.75363389740431,0.961,0.549,0,"0","PDE4B"
"LPAR1",0,2.73041132009926,0.601,0.043,0,"0","LPAR1"
"FAM107B",0,2.71735472434176,0.621,0.048,0,"0","FAM107B"
"SHTN1",0,2.7108646380528,0.835,0.406,0,"0","SHTN1"
"UGT8",0,2.67850180595883,0.617,0.048,0,"0","UGT8"
"HHIP",0,2.6765678275675,0.56,0.051,0,"0","HHIP"
"CLDN11",0,2.67636619061551,0.594,0.037,0,"0","CLDN11"
"EDIL3",0,2.66608553418329,0.885,0.492,0,"0","EDIL3"
"FRYL",0,2.65898264881772,0.837,0.475,0,"0","FRYL"
"CREB5",0,2.65358738177151,0.693,0.185,0,"0","CREB5"
"PDE1C",0,2.65038529278321,0.795,0.359,0,"0","PDE1C"
"QKI",0,2.64143429540566,0.985,0.631,0,"0","QKI"
"PALM2-AKAP2",0,2.63515664643156,0.759,0.415,0,"0","PALM2-AKAP2"
"CNDP1",0,2.60403248147286,0.504,0.029,0,"0","CNDP1"
"SLCO1A2",0,2.59710066457724,0.551,0.023,0,"0","SLCO1A2"
"LINC00639",0,2.58164362525561,0.537,0.036,0,"0","LINC00639"
"PCSK6",0,2.5778267405177,0.585,0.11,0,"0","PCSK6"
"LAMP2",0,2.57122252695473,0.69,0.222,0,"0","LAMP2"
"ANLN",0,2.52308620782778,0.564,0.042,0,"0","ANLN"
"MYRF",0,2.49105521095569,0.554,0.035,0,"0","MYRF"
"ZNF536",0,2.48260302284918,0.802,0.173,0,"0","ZNF536"
"SLAIN1",0,2.48229702974224,0.755,0.396,0,"0","SLAIN1"
"CLDND1",0,2.48119230824303,0.595,0.196,0,"0","CLDND1"
"AC009063.2",0,2.46739498512043,0.507,0.023,0,"0","AC009063.2"
"LRP2",0,2.45327843411135,0.455,0.022,0,"0","LRP2"
"PDE8A",0,2.43924667847545,0.735,0.332,0,"0","PDE8A"
"HDAC2-AS2",0,2.43371970801231,0.539,0.176,0,"0","HDAC2-AS2"
"AC012494.1",0,2.42864370732293,0.369,0.043,0,"0","AC012494.1"
"SLC24A2",0,2.41035386731922,0.928,0.584,0,"0","SLC24A2"
"PLEKHH1",0,2.40831274267986,0.573,0.123,0,"0","PLEKHH1"
"DIP2B",0,2.38243465253081,0.857,0.544,0,"0","DIP2B"
"FRMD5",0,2.37665530128162,0.947,0.644,0,"0","FRMD5"
"SPOCK3",0,2.36336502959497,0.84,0.353,0,"0","SPOCK3"
"AMER2",0,2.35660778689903,0.632,0.204,0,"0","AMER2"
"CERCAM",0,2.35193218592847,0.504,0.061,0,"0","CERCAM"
"TTLL7",0,2.3513603991588,0.824,0.539,0,"0","TTLL7"
"PLD1",0,2.34867248478309,0.564,0.097,0,"0","PLD1"
"SCD",0,2.33859507631949,0.515,0.062,0,"0","SCD"
"SGK1",0,2.33309085325734,0.736,0.328,0,"0","SGK1"
"CNTN2",0,2.33247362409449,0.564,0.13,0,"0","CNTN2"
"SHROOM4",0,2.33095678699052,0.545,0.048,0,"0","SHROOM4"
"SYNJ2",0,2.27053901378586,0.597,0.233,0,"0","SYNJ2"
"MAP7",0,2.25746628846887,0.884,0.605,0,"0","MAP7"
"CNP",0,2.25654298672418,0.511,0.102,0,"0","CNP"
"ABCA8",0,2.24865372910684,0.501,0.026,0,"0","ABCA8"
"CDK18",0,2.22903920286121,0.551,0.126,0,"0","CDK18"
"DOCK1",0,2.22160075991044,0.725,0.189,0,"0","DOCK1"
"CDK19",0,2.21061389956449,0.738,0.44,0,"0","CDK19"
"DAAM2",0,2.20559775980501,0.535,0.061,0,"0","DAAM2"
"FA2H",0,2.19559026661318,0.488,0.035,0,"0","FA2H"
"SLCO3A1",0,2.1776767777651,0.725,0.436,0,"0","SLCO3A1"
"SPOCK1",0,2.17194300866557,0.894,0.623,0,"0","SPOCK1"
"SIK3",0,2.16509671236496,0.885,0.721,0,"0","SIK3"
"LINC00609",0,2.16028195083048,0.47,0.103,0,"0","LINC00609"
"IL1RAPL1",0,2.15607877239249,0.988,0.723,0,"0","IL1RAPL1"
"POLR2F",0,2.15450650599449,0.52,0.202,0,"0","POLR2F"
"PEX5L",0,2.151190329487,0.881,0.575,0,"0","PEX5L"
"HIP1",0,2.1466061033035,0.643,0.153,0,"0","HIP1"
"LINC00320",0,2.12561229344485,0.452,0.083,0,"0","LINC00320"
"ADIPOR2",0,2.1065752479105,0.577,0.223,0,"0","ADIPOR2"
"HIPK2",0,2.09914758751093,0.676,0.273,0,"0","HIPK2"
"CD22",0,2.09622389277716,0.436,0.017,0,"0","CD22"
"MOG",0,2.09482966388023,0.449,0.022,0,"0","MOG"
"SH3TC2",0,2.0917016541114,0.437,0.018,0,"0","SH3TC2"
"AL033523.1",0,2.08194360706954,0.331,0.031,0,"0","AL033523.1"
"SOX2-OT",0,2.0787485463593,0.798,0.361,0,"0","SOX2-OT"
"EFHD1",0,2.07158489718629,0.482,0.077,0,"0","EFHD1"
"KLHL32",0,2.06839303450043,0.694,0.469,0,"0","KLHL32"
"VRK2",0,2.05341846727219,0.422,0.039,0,"0","VRK2"
"ANO4",0,2.05135685063989,0.647,0.361,0,"0","ANO4"
"ARAP2",0,2.03608249689576,0.794,0.531,0,"0","ARAP2"
"COL4A5",0,2.0288299127775,0.468,0.051,0,"0","COL4A5"
"FOLH1",0,2.01379469913992,0.4,0.015,0,"0","FOLH1"
"GPR37",0,2.01284950515032,0.442,0.049,0,"0","GPR37"
"DNAJC6",0,2.00362880197006,0.765,0.55,0,"0","DNAJC6"
"CCP110",0,1.99453977820687,0.538,0.223,0,"0","CCP110"
"TRIM2",0,1.9864203025797,0.804,0.598,0,"0","TRIM2"
"LRRC1",0,1.98432396563234,0.492,0.134,0,"0","LRRC1"
"AC079352.1",0,1.97741859500433,0.36,0.061,0,"0","AC079352.1"
"ABCA2",0,1.9747383673688,0.526,0.198,0,"0","ABCA2"
"SILC1",0,1.97129425934119,0.497,0.113,0,"0","SILC1"
"SH3GL3",0,1.95111501096922,0.735,0.506,0,"0","SH3GL3"
"KIF13B",0,1.94155490053919,0.521,0.223,0,"0","KIF13B"
"KIF6",0,1.93368142968884,0.392,0.071,0,"0","KIF6"
"SORT1",0,1.92138806893065,0.734,0.5,0,"0","SORT1"
"DLG1",0,1.91588996578628,0.824,0.618,0,"0","DLG1"
"BCAS1",0,1.91502253778697,0.556,0.074,0,"0","BCAS1"
"RFTN2",0,1.90731323538991,0.547,0.121,0,"0","RFTN2"
"GPM6B",0,1.90674866645149,0.867,0.672,0,"0","GPM6B"
"RYBP",0,1.8903099882637,0.571,0.327,0,"0","RYBP"
"GAB1",0,1.88923346775987,0.749,0.497,0,"0","GAB1"
"USP54",0,1.87995449597422,0.616,0.309,0,"0","USP54"
"SEPTIN7",0,1.86905142047477,0.785,0.621,0,"0","SEPTIN7"
"TCF12",0,1.86861455357086,0.853,0.617,0,"0","TCF12"
"DPYD",0,1.85449775917032,0.784,0.492,0,"0","DPYD"
"LINC01170",0,1.84633343101059,0.305,0.045,0,"0","LINC01170"
"NDRG1",0,1.84225407365841,0.481,0.126,0,"0","NDRG1"
"APBB2",0,1.83774534486887,0.723,0.484,0,"0","APBB2"
"CDH19",0,1.82965228558242,0.382,0.032,0,"0","CDH19"
"MEGF10",0,1.82580692607325,0.572,0.167,0,"0","MEGF10"
"ZDHHC20",0,1.82300481005737,0.508,0.365,0,"0","ZDHHC20"
"UNC5C",0,1.81302457771278,0.789,0.6,0,"0","UNC5C"
"PLAAT3",0,1.81233077445659,0.426,0.083,0,"0","PLAAT3"
"LPGAT1",0,1.80897808824397,0.573,0.379,0,"0","LPGAT1"
"LINC01630",0,1.79926173441297,0.356,0.069,0,"0","LINC01630"
"GPRC5B",0,1.79918923698316,0.613,0.195,0,"0","GPRC5B"
"ASPA",0,1.76640494143745,0.352,0.02,0,"0","ASPA"
"FGFR2",0,1.7544780808888,0.558,0.189,0,"0","FGFR2"
"SELENOP",0,1.7524884406263,0.382,0.033,0,"0","SELENOP"
"AGAP1",0,1.75187354618122,0.91,0.714,0,"0","AGAP1"
"CNTNAP4",0,1.75050768781856,0.561,0.342,0,"0","CNTNAP4"
"SH3D19",0,1.74618541482941,0.586,0.344,0,"0","SH3D19"
"AATK",0,1.74370477132198,0.516,0.298,0,"0","AATK"
"CPQ",0,1.72407405942007,0.517,0.208,0,"0","CPQ"
"PRR5L",0,1.70714442081083,0.349,0.034,0,"0","PRR5L"
"DNM3",0,1.7011868189168,0.901,0.739,0,"0","DNM3"
"NFASC",0,1.69887421580713,0.662,0.483,0,"0","NFASC"
"TLE4",0,1.69868408871541,0.547,0.36,0,"0","TLE4"
"SLC39A11",0,1.68350423776782,0.686,0.39,0,"0","SLC39A11"
"DIP2C",0,1.683416311143,0.814,0.655,0,"0","DIP2C"
"ATG4C",0,1.68018097331504,0.486,0.25,0,"0","ATG4C"
"SUN2",0,1.67498913383504,0.448,0.164,0,"0","SUN2"
"FMNL2",0,1.66809563371357,0.899,0.752,0,"0","FMNL2"
"RFFL",0,1.66230190107365,0.478,0.229,0,"0","RFFL"
"AC016597.1",0,1.65380508647181,0.317,0.014,0,"0","AC016597.1"
"BOK",0,1.65029187011291,0.321,0.035,0,"0","BOK"
"ALCAM",0,1.65018473897412,0.714,0.416,0,"0","ALCAM"
"MAP4K5",0,1.64970615725034,0.69,0.529,0,"0","MAP4K5"
"ZEB2",0,1.64626495767612,0.805,0.614,0,"0","ZEB2"
"PICALM",0,1.64491089517631,0.742,0.569,0,"0","PICALM"
"LINC00862",0,1.64433102445645,0.337,0.149,0,"0","LINC00862"
"PPP2R2B",0,1.64181237920269,0.884,0.816,0,"0","PPP2R2B"
"OPALIN",0,1.64168736288697,0.306,0.014,0,"0","OPALIN"
"SEMA6A",0,1.63763080955619,0.444,0.173,0,"0","SEMA6A"
"SLC25A13",0,1.63352637511668,0.454,0.205,0,"0","SLC25A13"
"MYO1E",0,1.63016218967706,0.405,0.079,0,"0","MYO1E"
"GRM3",0,1.63011259914601,0.667,0.395,0,"0","GRM3"
"MTUS1",0,1.61522487043875,0.525,0.217,0,"0","MTUS1"
"GNAI1",0,1.61504082280221,0.524,0.351,0,"0","GNAI1"
"MAP4K4",0,1.61469690717279,0.781,0.615,0,"0","MAP4K4"
"MYO1D",0,1.6049629045127,0.539,0.356,0,"0","MYO1D"
"CPM",0,1.60332407895181,0.355,0.047,0,"0","CPM"
"ATP10B",0,1.6021723062213,0.41,0.081,0,"0","ATP10B"
"ITGA2",0,1.59853740594243,0.297,0.011,0,"0","ITGA2"
"FGF1",0,1.59767534542155,0.361,0.057,0,"0","FGF1"
"NCAM2",0,1.59721053545162,0.933,0.762,0,"0","NCAM2"
"FUT8",0,1.59468360006487,0.707,0.571,0,"0","FUT8"
"IQGAP1",0,1.594525164391,0.466,0.241,0,"0","IQGAP1"
"FAM124A",0,1.59345744428991,0.383,0.13,0,"0","FAM124A"
"PLLP",0,1.58176984583988,0.357,0.04,0,"0","PLLP"
"MARCH1",0,1.58026170901242,0.874,0.601,0,"0","MARCH1"
"MIR181A1HG",0,1.57579342058986,0.512,0.328,0,"0","MIR181A1HG"
"ARHGAP21",0,1.57197971634537,0.749,0.619,0,"0","ARHGAP21"
"CA2",0,1.5656481965767,0.329,0.045,0,"0","CA2"
"SEMA4D",0,1.56453283476531,0.461,0.266,0,"0","SEMA4D"
"GNAO1",0,1.56419398643716,0.738,0.623,0,"0","GNAO1"
"NT5DC1",0,1.56392169164274,0.44,0.268,0,"0","NT5DC1"
"MAL",0,1.56381314472548,0.322,0.03,0,"0","MAL"
"NCOA7",0,1.55629986507199,0.588,0.437,0,"0","NCOA7"
"YPEL2",0,1.54978125680652,0.454,0.307,0,"0","YPEL2"
"FAM53B",0,1.5494831886406,0.421,0.229,0,"0","FAM53B"
"KLHL4",0,1.53844239992184,0.361,0.187,0,"0","KLHL4"
"NKX6-2",0,1.53554558739361,0.308,0.012,0,"0","NKX6-2"
"MOB3B",0,1.53433839901568,0.464,0.28,0,"0","MOB3B"
"NDE1",0,1.53207243836961,0.317,0.041,0,"0","NDE1"
"EPCAM-DT",0,1.53105353886084,0.295,0.046,0,"0","EPCAM-DT"
"PSEN1",0,1.52710900842723,0.481,0.301,0,"0","PSEN1"
"GLDN",0,1.52273212757901,0.378,0.1,0,"0","GLDN"
"MAG",0,1.51440787526472,0.312,0.014,0,"0","MAG"
"LDB3",0,1.51149152976066,0.301,0.033,0,"0","LDB3"
"ANK3",0,1.51051060391618,0.886,0.691,0,"0","ANK3"
"DLC1",0,1.5082481953249,0.556,0.311,0,"0","DLC1"
"CPB2-AS1",0,1.50458691747665,0.36,0.168,0,"0","CPB2-AS1"
"BIN1",0,1.50108938553554,0.461,0.274,0,"0","BIN1"
"JAM3",0,1.50043284019736,0.498,0.345,0,"0","JAM3"
"PCDH9",0,1.49596330662444,0.998,0.907,0,"0","PCDH9"
"CDC14B",0,1.49315094910258,0.572,0.382,0,"0","CDC14B"
"NCAM1",0,1.49227625262647,0.886,0.779,0,"0","NCAM1"
"LAMA2",0,1.48900225051547,0.368,0.184,0,"0","LAMA2"
"LANCL1",0,1.48822026259918,0.483,0.343,0,"0","LANCL1"
"COLGALT2",0,1.47925702871905,0.441,0.292,0,"0","COLGALT2"
"FNIP1",0,1.47740232280436,0.649,0.532,0,"0","FNIP1"
"APLP1",0,1.47411471129941,0.477,0.313,0,"0","APLP1"
"RASGRP3",0,1.47271303238076,0.297,0.023,0,"0","RASGRP3"
"ATP8A1",0,1.47252113853816,0.756,0.614,0,"0","ATP8A1"
"HS3ST5",0,1.46622612890159,0.402,0.234,0,"0","HS3ST5"
"TMTC4",0,1.46461121138017,0.333,0.082,0,"0","TMTC4"
"ZCCHC24",0,1.4582673588664,0.421,0.098,0,"0","ZCCHC24"
"SPATA13",0,1.45106686753127,0.429,0.133,0,"0","SPATA13"
"CCDC88A",0,1.44994431598574,0.754,0.646,0,"0","CCDC88A"
"ZNF652",0,1.44633138651127,0.476,0.335,0,"0","ZNF652"
"TTYH2",0,1.44623715501997,0.35,0.047,0,"0","TTYH2"
"ARHGAP23",0,1.44510384835847,0.368,0.138,0,"0","ARHGAP23"
"PRRG1",0,1.44325005183143,0.384,0.214,0,"0","PRRG1"
"AC096564.1",0,1.44318288425993,0.323,0.138,0,"0","AC096564.1"
"PHLDB1",0,1.4430202518231,0.384,0.109,0,"0","PHLDB1"
"ERBB3",0,1.43180590382557,0.298,0.033,0,"0","ERBB3"
"MVB12B",0,1.43161089901256,0.507,0.382,0,"0","MVB12B"
"CAPN3",0,1.4300349261008,0.318,0.067,0,"0","CAPN3"
"NINJ2",0,1.42703476005918,0.26,0.022,0,"0","NINJ2"
"LIMCH1",0,1.42630343453955,0.818,0.671,0,"0","LIMCH1"
"C12orf76",0,1.42487165326599,0.381,0.188,0,"0","C12orf76"
"SPP1",0,1.42482150604043,0.581,0.103,0,"0","SPP1"
"SLC12A2",0,1.41552129227952,0.471,0.338,0,"0","SLC12A2"
"SRCIN1",0,1.41108852757509,0.496,0.385,0,"0","SRCIN1"
"DYSF",0,1.41001762415416,0.299,0.142,0,"0","DYSF"
"CRYAB",0,1.40673919769656,0.332,0.073,0,"0","CRYAB"
"RDX",0,1.40653116818748,0.445,0.28,0,"0","RDX"
"CLIC4",0,1.38879850921179,0.389,0.096,0,"0","CLIC4"
"PPM1H",0,1.37979396479763,0.522,0.424,0,"0","PPM1H"
"RTN4",0,1.37478094574735,0.775,0.682,0,"0","RTN4"
"PREX1",0,1.37170629342074,0.491,0.197,0,"0","PREX1"
"PTPRK",0,1.37152412372217,0.84,0.549,0,"0","PTPRK"
"PTBP2",0,1.36993439357858,0.591,0.504,0,"0","PTBP2"
"DBNDD2",0,1.36057264263051,0.299,0.054,0,"0","DBNDD2"
"FOXN2",0,1.3604330152152,0.419,0.202,0,"0","FOXN2"
"NXPE3",0,1.35473030059906,0.379,0.211,0,"0","NXPE3"
"ENOX2",0,1.35149006831799,0.302,0.114,0,"0","ENOX2"
"CARNS1",0,1.34943958103753,0.271,0.019,0,"0","CARNS1"
"TMEFF2",0,1.34841241716205,0.641,0.506,0,"0","TMEFF2"
"FBXL7",0,1.33896379302118,0.663,0.263,0,"0","FBXL7"
"DICER1",0,1.33884045686901,0.553,0.452,0,"0","DICER1"
"RASSF2",0,1.32800039671113,0.289,0.037,0,"0","RASSF2"
"IGSF11",0,1.32686186042653,0.523,0.394,0,"0","IGSF11"
"ERMN",0,1.31948888957114,0.269,0.011,0,"0","ERMN"
"RNF130",0,1.31814559223649,0.629,0.53,0,"0","RNF130"
"DSCAML1",0,1.31633283903951,0.595,0.451,0,"0","DSCAML1"
"OTUD7A",0,1.31565867787457,0.676,0.611,0,"0","OTUD7A"
"SGMS1",0,1.31392384820098,0.611,0.536,0,"0","SGMS1"
"AOPEP",0,1.31008496303284,0.638,0.554,0,"0","AOPEP"
"EXOC6B",0,1.30287194263739,0.765,0.696,0,"0","EXOC6B"
"ENOX1",0,1.28787350589955,0.716,0.603,0,"0","ENOX1"
"PPFIBP2",0,1.2791571489448,0.278,0.072,0,"0","PPFIBP2"
"RHOU",0,1.27578005507481,0.288,0.046,0,"0","RHOU"
"SGK3",0,1.27530604567102,0.596,0.501,0,"0","SGK3"
"OLMALINC",0,1.27057176601554,0.287,0.086,0,"0","OLMALINC"
"CDH20",0,1.26830966310389,0.733,0.42,0,"0","CDH20"
"DOCK9",0,1.26623501423333,0.609,0.502,0,"0","DOCK9"
"PTGDS",0,1.26375796681021,0.713,0.343,0,"0","PTGDS"
"GSN",0,1.25660981094938,0.407,0.172,0,"0","GSN"
"ARFGEF3",0,1.25631675938001,0.599,0.522,0,"0","ARFGEF3"
"GAB2",0,1.2562898007497,0.529,0.39,0,"0","GAB2"
"CLASP2",0,1.24765308991171,0.811,0.743,0,"0","CLASP2"
"NPC1",0,1.24303002510464,0.345,0.158,0,"0","NPC1"
"FAXDC2",0,1.24105929574418,0.296,0.103,0,"0","FAXDC2"
"ZBTB20",0,1.24041864339218,0.878,0.545,0,"0","ZBTB20"
"KCNJ2",0,1.22867364459659,0.251,0.045,0,"0","KCNJ2"
"COBL",0,1.21493182956499,0.639,0.538,0,"0","COBL"
"CD55",0,1.21425588901152,0.264,0.084,0,"0","CD55"
"TMEM63A",0,1.21329071818214,0.269,0.033,0,"0","TMEM63A"
"C5orf64",0,1.20176703848579,0.251,0.047,0,"0","C5orf64"
"TJP1",0,1.19668207117632,0.742,0.675,0,"0","TJP1"
"RGCC",0,1.19241655124112,0.267,0.044,0,"0","RGCC"
"ZNF638",0,1.19098382118183,0.743,0.685,0,"0","ZNF638"
"KANK1",0,1.18781080562772,0.482,0.213,0,"0","KANK1"
"CNKSR3",0,1.18222976170259,0.256,0.088,0,"0","CNKSR3"
"TMC7",0,1.16244224022158,0.25,0.049,0,"0","TMC7"
"ZHX2",0,1.16213850975373,0.456,0.231,0,"0","ZHX2"
"KIAA1755",0,1.15626890972417,0.306,0.064,0,"0","KIAA1755"
"CHD7",0,1.15369565071778,0.392,0.142,0,"0","CHD7"
"WHRN",0,1.14493928468246,0.263,0.074,0,"0","WHRN"
"CPNE2",0,1.14488730490231,0.257,0.043,0,"0","CPNE2"
"GLTP",0,1.13663106269079,0.265,0.092,0,"0","GLTP"
"CUEDC1",0,1.13055577226464,0.303,0.11,0,"0","CUEDC1"
"HSP90AA1",0,1.10162172994706,0.639,0.565,0,"0","HSP90AA1"
"TFEB",0,1.06650879297681,0.253,0.094,0,"0","TFEB"
"ZSWIM6",0,1.06246500411129,0.74,0.681,0,"0","ZSWIM6"
"MBNL2",0,1.06099687846148,0.71,0.63,0,"0","MBNL2"
"AKAP6",0,1.05877211506508,0.74,0.664,0,"0","AKAP6"
"KIRREL3",0,1.05576582139013,0.627,0.494,0,"0","KIRREL3"
"MARCKSL1",0,1.02436029520739,0.261,0.095,0,"0","MARCKSL1"
"DST",0,1.01520266968027,0.89,0.835,0,"0","DST"
"PMP22",0,1.0106247292485,0.301,0.094,0,"0","PMP22"
"WWOX",0,1.01041522026894,0.773,0.741,0,"0","WWOX"
"TANC1",0,1.00299796374583,0.335,0.144,0,"0","TANC1"
"HTRA1",0,1.00167349044266,0.384,0.17,0,"0","HTRA1"
"WIPF1",0,0.998302495890031,0.287,0.098,0,"0","WIPF1"
"SCD5",0,0.986796676086409,0.638,0.543,0,"0","SCD5"
"RAPGEF5",0,0.974909449373678,0.661,0.52,0,"0","RAPGEF5"
"CSRP1",0,0.966330179513947,0.331,0.119,0,"0","CSRP1"
"MAGI2",0,0.927762395282553,0.959,0.867,0,"0","MAGI2"
"CECR2",0,0.879829773400351,0.291,0.113,0,"0","CECR2"
"CDC42BPA",0,0.831038864004272,0.706,0.72,0,"0","CDC42BPA"
"HEPACAM",0,0.790527948219481,0.344,0.143,0,"0","HEPACAM"
"NEAT1",0,0.709558008719163,0.888,0.478,0,"0","NEAT1"
"PLXDC2",0,0.650964587101252,0.655,0.516,0,"0","PLXDC2"
"DLG2",0,0.450009914415772,0.968,0.874,0,"0","DLG2"
"NPAS3",0,0.343008001394361,0.867,0.726,0,"0","NPAS3"
"SLC22A23",1.01313671355807e-306,1.37021800057497,0.499,0.381,2.66890604452603e-302,"0","SLC22A23"
"NEO1",7.84726833067521e-305,1.13345488301947,0.578,0.495,2.06720589634977e-300,"0","NEO1"
"KCNMB4",9.4978044789566e-304,1.58017641001577,0.455,0.328,2.50200663389154e-299,"0","KCNMB4"
"DOCK4",5.07433627272964e-303,0.474492630400717,0.793,0.769,1.33673240432517e-298,"0","DOCK4"
"PPP2R2A",1.63666872522331e-301,1.30891464740664,0.513,0.414,4.31147642285578e-297,"0","PPP2R2A"
"LSS",2.02143042398528e-301,1.18550377998242,0.327,0.164,5.32505416590442e-297,"0","LSS"
"CPEB2",6.26441658330236e-301,1.32293012780752,0.479,0.355,1.65023526053934e-296,"0","CPEB2"
"GRID1",3.13946006335531e-290,1.02257893754886,0.648,0.633,8.27027964489689e-286,"0","GRID1"
"ZFHX4",1.05442724467486e-289,0.917268328728327,0.376,0.187,2.77767769064698e-285,"0","ZFHX4"
"SLC22A15",4.27438988666532e-288,1.38002221352505,0.394,0.25,1.12600252784425e-283,"0","SLC22A15"
"FKBP5",6.69892676254699e-287,1.09229375336832,0.476,0.31,1.76469827705775e-282,"0","FKBP5"
"ST6GALNAC3",1.22228628682382e-286,1.14651626128391,0.498,0.37,3.21986876538e-282,"0","ST6GALNAC3"
"PTMA",1.29331455423015e-285,1.28392951624767,0.511,0.406,3.40697853020849e-281,"0","PTMA"
"LIPA",4.38285375094103e-285,1.33499877896175,0.435,0.303,1.15457516361039e-280,"0","LIPA"
"NUTM2A-AS1",5.4006742344173e-285,1.29000905881585,0.531,0.462,1.42269961357255e-280,"0","NUTM2A-AS1"
"DUSP16",7.13733086618075e-285,1.21770790248298,0.319,0.16,1.880187070078e-280,"0","DUSP16"
"ZNF146",2.59215378469632e-277,1.20352856127963,0.329,0.177,6.82851071502553e-273,"0","ZNF146"
"USP32",5.37930848344162e-277,1.30396023088979,0.501,0.411,1.41707123379303e-272,"0","USP32"
"L3MBTL4",9.86223858972629e-273,1.10158697066208,0.47,0.315,2.5980095116916e-268,"0","L3MBTL4"
"APP",4.58404443939411e-271,0.71721187046854,0.717,0.695,1.20757482666959e-266,"0","APP"
"DPYSL5",1.4356890156555e-267,1.35372081468317,0.333,0.187,3.78203557394128e-263,"0","DPYSL5"
"STARD13",1.07796355416346e-264,1.18634004055831,0.526,0.424,2.83967939073281e-260,"0","STARD13"
"ATXN1",3.92089855306156e-264,0.851721086293553,0.715,0.717,1.03288230583301e-259,"0","ATXN1"
"ANKIB1",2.3486046329045e-261,1.13346316753052,0.575,0.542,6.18692918446032e-257,"0","ANKIB1"
"SYT9",2.47010010622271e-259,1.11296363965641,0.29,0.14,6.50698470982248e-255,"0","SYT9"
"PIK3C2B",3.13751856197999e-255,1.07215432674627,0.268,0.124,8.2651651478239e-251,"0","PIK3C2B"
"PTK2",5.14045793516499e-255,0.742368937835554,0.73,0.74,1.35415083386051e-250,"0","PTK2"
"RAB40B",2.99119650522482e-252,1.27798836227669,0.367,0.229,7.87970895371374e-248,"0","RAB40B"
"GNG7",1.88184939397342e-251,1.11389208215158,0.444,0.301,4.95735585854417e-247,"0","GNG7"
"PKP4",1.97850770066779e-248,1.06677275616709,0.604,0.575,5.21198283586917e-244,"0","PKP4"
"FNBP1",5.80472067727529e-242,0.975066045698897,0.575,0.514,1.52913756801463e-237,"0","FNBP1"
"GREB1L",5.54100773193822e-237,1.1644016117519,0.265,0.126,1.45966766682449e-232,"0","GREB1L"
"SASH1",8.78312461204877e-237,0.829406827316826,0.531,0.384,2.31373851655201e-232,"0","SASH1"
"DLEU2",1.84273942206248e-236,1.06874606474495,0.538,0.463,4.8543284595392e-232,"0","DLEU2"
"LIFR",1.10824500902089e-234,0.989525433935628,0.483,0.348,2.91944982726372e-230,"0","LIFR"
"FAM102A",1.54270009416815e-234,1.01024386348975,0.261,0.123,4.06393485806717e-230,"0","FAM102A"
"MITF",2.08112601520272e-234,1.02443107431757,0.29,0.144,5.48231026184852e-230,"0","MITF"
