"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CENPS",0.179376397613512,0.933688492175676,2.12593393272477,0.439189796918564,0.660524017459629,0.987661108975073
"DFFA",0.617821308787698,-2.67316113784413,1.89401519637271,-1.41137259244994,0.158134779983897,0.987661108975073
"PEX14",1.32886357955436,-1.37681320840829,1.20998325140633,-1.13787790600247,0.255171468144077,0.987661108975073
"CASZ1",0.473659070605653,0.158721776573949,1.8996760513868,0.0835520227030707,0.933412613822355,0.987661108975073
"TARDBP",0.243567503616066,0.649769761097612,2.24036325060339,0.290028753561553,0.771794240381456,0.987661108975073
"MASP2",0.0435821320588478,-0.914110630381878,1.4522369053415,-0.629450075961897,0.529054443121997,0.987661108975073
"SRM",0.140955857008205,-1.44918004641035,2.09296980802331,-0.692403703510187,0.488683840691252,0.987661108975073
"EXOSC10",0.889961726813212,1.13316012308603,1.56342345703777,0.724794116389321,0.468578345804246,0.987661108975073
"MTOR",1.36821777596838,0.376808769057188,0.985568466131635,0.382326324355897,0.702219331134556,0.987661108975073
"FBXO2",0.260599747161181,-0.98700838697625,2.78660147610666,-0.354197898565411,0.723190578346651,0.987661108975073
"FBXO44",0.0435821320588478,-0.914110630381878,1.4522369053415,-0.629450075961897,0.529054443121997,0.987661108975073
"MTHFR",0.635516026573789,0.643731757900516,1.80948290266225,0.355754540124921,0.722024396358184,0.987661108975073
"CLCN6",0.263630349279195,0.841203333525115,2.24736716157858,0.374306142719574,0.708176562481681,0.987661108975073
"PLOD1",0.679181095002732,0.980029948534444,1.81260195858125,0.540675763862423,0.588731086397824,0.987661108975073
"MFN2",0.204165079680788,-0.882237637452894,2.12549035723688,-0.415074871757967,0.678087093961825,0.987661108975073
"MIIP",0.132853510554522,0.282849229907363,2.02651330519045,0.139574326594802,0.888996326439284,0.987661108975073
"TNFRSF8",0.103174953191817,-0.962048184749885,1.80409482335225,-0.533258103896262,0.59385492513135,0.987661108975073
"TNFRSF1B",1.26121511256893,-0.152413825185348,1.10951979922785,-0.13736918015471,0.890738990749391,0.987661108975073
"VPS13D",2.12048334284277,0.589897986504442,0.762602577276577,0.773532642141203,0.43920721824841,0.987661108975073
"DHRS3",2.30306364522374,-1.4300886024795,0.966782923688464,-1.47922410236978,0.139080429852539,0.987661108975073
"AADACL4",0.135366472024146,-1.35842280671165,1.8950500521973,-0.716826874908429,0.473480926854739,0.987661108975073
"C1orf158",0.203331439058625,-0.243802552513145,2.28942886527116,-0.10649055588118,0.915193148117281,0.987661108975073
"PDPN",0.0704779285041025,-0.949837899931022,1.59472650036181,-0.595611786544917,0.551434600875986,0.987661108975073
"PRDM2",1.79733072552027,-0.327706585057578,0.883055465745471,-0.371105324376119,0.710559085474714,0.987661108975073
"KAZN",9.71402086281267,-0.353097187664747,0.608356326376048,-0.580411795449111,0.561636952632464,0.987661108975073
"TMEM51-AS1",0.0435821320588478,-0.914110630381878,1.4522369053415,-0.629450075961897,0.529054443121997,0.987661108975073
"TMEM51",0.318225140243738,-1.37094917312718,2.34483323315537,-0.584668092272957,0.558770912742555,0.987661108975073
"FHAD1",0.184830114083278,0.228351593574445,2.19148718309501,0.104199374441217,0.917011130394835,0.987661108975073
"CASP9",0.132853510554522,0.282849229907363,2.02651330519045,0.139574326594802,0.888996326439284,0.987661108975073
"DNAJC16",0.146757085250665,-1.35824274982471,1.95678035046527,-0.694121212685804,0.48760619660894,0.987661108975073
"AGMAT",0.0901050191178374,-0.191241477085498,1.65820467444895,-0.115330441430007,0.908183210571706,0.987661108975073
"DDI2",0.293031145675198,1.85165439089638,2.24116713497427,0.826200938787922,0.408690115798634,0.987661108975073
"PLEKHM2",0.974332706908884,-0.992613667411373,1.34195200853455,-0.739678961019878,0.459494817039696,0.987661108975073
"FBLIM1",1.51291539733955,0.128584067644212,0.986428375854757,0.130353171899371,0.896287013802105,0.987661108975073
"AL450998.2",0.149697840250807,-0.256279086519665,1.98147204346109,-0.129337725134903,0.89709042177156,0.987661108975073
"SPEN",3.01859040429496,0.775530832809513,0.697944278911439,1.1111643955576,0.266497593661531,0.987661108975073
"ZBTB17",0.202498333026842,-0.624567619816587,2.10430046387387,-0.296805342458939,0.766615126483313,0.987661108975073
"EPHA2",0.132853510554522,0.282849229907363,2.02651330519045,0.139574326594802,0.888996326439284,0.987661108975073
"AL109627.1",0.0704779285041025,-0.949837899931022,1.59472650036181,-0.595611786544917,0.551434600875986,0.987661108975073
"FBXO42",2.49561448436545,-0.675672749122242,0.808598159529543,-0.835610050751736,0.403374312638783,0.987661108975073
"SZRD1",0.436013835303558,1.40581927242315,2.26892045044413,0.619598308150455,0.535522280893542,0.987661108975073
"SPATA21",0.229163314780587,-0.985258300764758,2.65847146233131,-0.370610824575394,0.710927418515467,0.987661108975073
"NECAP2",0.466120030735926,-0.629155758392847,2.10268087292189,-0.299215999201329,0.76477524259702,0.987661108975073
"LINC01772",0.0465228870589897,0.268261934534756,1.47220650633869,0.18221759880814,0.855411962346736,0.987661108975073
"NBPF1",0.132853510554522,0.282849229907363,2.02651330519045,0.139574326594802,0.888996326439284,0.987661108975073
"CROCC",1.49438332112769,0.519616844387452,0.980227604887858,0.53009815454738,0.596043878533424,0.987661108975073
"ATP13A2",0.416528837142232,0.175525823692569,2.3433433912668,0.0749040129358425,0.940291083668342,0.987661108975073
"SDHB",0.422862015630582,-1.995192170534,2.31450089808595,-0.86203992065157,0.388665550351645,0.987661108975073
"PADI4",0.0917843399652984,-0.958143245316231,1.72830291377529,-0.55438386273577,0.579316167635578,0.987661108975073
"RCC2",0.495329072338149,0.88761381756604,2.03237304789303,0.4367376444429,0.662301625272184,0.987661108975073
"ARHGEF10L",0.288388588798341,-2.14874792846166,2.56700189289115,-0.837065190490208,0.402555925476473,0.987661108975073
"IGSF21",0.135366472024146,-1.35842280671165,1.8950500521973,-0.716826874908429,0.473480926854739,0.987661108975073
"IFFO2",0.510984822711081,0.98491848176925,1.91926914331555,0.513173717818335,0.607829808837172,0.987661108975073
"UBR4",2.47674463224424,-0.135599626705172,0.764048367417248,-0.177475186765396,0.859135153934368,0.987661108975073
"EMC1-AS1",0.0435821320588478,-0.914110630381878,1.4522369053415,-0.629450075961897,0.529054443121997,0.987661108975073
"EMC1",0.249021220085832,-0.0234483926540988,2.07932460412388,-0.0112769274251813,0.991002504415115,0.997876063256271
"AKR7A2",0.0704779285041025,-0.949837899931022,1.59472650036181,-0.595611786544917,0.551434600875986,0.987661108975073
"CAPZB",2.55289981304729,0.64386763755284,0.801458891263585,0.803369510989783,0.42176119198407,0.987661108975073
"MICOS10",0.0671318610026961,0.277072213087809,1.58096851689833,0.175254731594144,0.860879480145846,0.987661108975073
"NBL1",0.0917843399652984,-0.958143245316231,1.72830291377529,-0.55438386273577,0.579316167635578,0.987661108975073
"TMCO4",0.52427909380451,-1.24178774168686,2.04438296736475,-0.607414443140047,0.543575905807625,0.987661108975073
"OTUD3",0.0435821320588478,-0.914110630381878,1.4522369053415,-0.629450075961897,0.529054443121997,0.987661108975073
"PLA2G5",0.267117232559915,1.67807134956649,2.49096251595829,0.673663830272826,0.500525062181164,0.987661108975073
"UBXN10",0.331077675665284,-1.50748475307672,2.59835330296244,-0.580169275424555,0.561800470844941,0.987661108975073
"VWA5B1",0.495703976511794,-0.279973581348074,2.0253691220331,-0.138233361169756,0.890055989781459,0.987661108975073
"CAMK2N1",0.0917843399652984,-0.958143245316231,1.72830291377529,-0.55438386273577,0.579316167635578,0.987661108975073
"CDA",0.388111713932208,0.263845937849894,2.11858516745288,0.124538744962096,0.900888725108734,0.987661108975073
"PINK1",0.310280787872747,-0.575639027084726,2.17084080632278,-0.265168696575134,0.790879508472907,0.987661108975073
"DDOST",0.136627906176827,0.32535963246417,1.9184477942033,0.169595249580032,0.865328458715213,0.987661108975073
"KIF17",0.27116073757881,0.40491683912597,2.28481378002467,0.177220937069803,0.859334850554363,0.987661108975073
"HP1BP3",1.83966910576622,-0.209612434774756,0.826330903572257,-0.253666459609092,0.799753248008478,0.987661108975073
"EIF4G3",12.0319542349334,0.335014224737982,0.41118263360478,0.814757719218245,0.41521100714931,0.987661108975073
"ECE1",3.18907170938908,0.479175226506381,0.657536600484113,0.728743048149087,0.466158854879215,0.987661108975073
"NBPF3",0.260599747161181,-0.98700838697625,2.78660147610666,-0.354197898565411,0.723190578346651,0.987661108975073
"ALPL",4.1131650616615,1.84374732277251,1.27593632840861,1.44501514826535,0.148453630737515,0.987661108975073
"USP48",1.87211635217657,-0.359245393128915,0.835828492531525,-0.429807545852914,0.667335643364418,0.987661108975073
"HSPG2",6.08682390981403,0.294102408012387,0.56933276013557,0.516573836261162,0.605453683723578,0.987661108975073
"CELA3B",0.229163314780587,-0.985258300764758,2.65847146233131,-0.370610824575394,0.710927418515467,0.987661108975073
"CDC42",0.919801705783492,0.280818925378803,1.3300755830428,0.211130050772285,0.832785791596643,0.987661108975073
"ZBTB40",0.350038685099595,-1.15564948056501,2.36047517536843,-0.489583407876609,0.624428719809569,0.987661108975073
"EPHA8",0.0671318610026961,0.277072213087809,1.58096851689833,0.175254731594144,0.860879480145846,0.987661108975073
"C1QA",0.132853510554522,0.282849229907363,2.02651330519045,0.139574326594802,0.888996326439284,0.987661108975073
"EPHB2",0.0704779285041025,-0.949837899931022,1.59472650036181,-0.595611786544917,0.551434600875986,0.987661108975073
"KDM1A",0.463801073099546,-1.80154601755034,2.09389405362656,-0.860380693297314,0.389579224818702,0.987661108975073
"LUZP1",2.17004650001318,-0.169685624025747,0.758197395340676,-0.223801380838961,0.82291185546644,0.987661108975073
"LINC01355",0.0917843399652984,-0.958143245316231,1.72830291377529,-0.55438386273577,0.579316167635578,0.987661108975073
"HNRNPR",1.46837136890068,0.62564956269906,1.0570661317202,0.591873624482623,0.553935216956291,0.987661108975073
"TCEA3",0.0671318610026961,0.277072213087809,1.58096851689833,0.175254731594144,0.860879480145846,0.987661108975073
"ASAP3",0.0435821320588478,-0.914110630381878,1.4522369053415,-0.629450075961897,0.529054443121997,0.987661108975073
"ID3",0.427136183546663,-0.277197873245314,2.12532716145386,-0.130425977831899,0.896229414792731,0.987661108975073
"RPL11",0.314273353877176,0.419079615120288,2.37493307139158,0.176459547499893,0.859932926373398,0.987661108975073
"ELOA-AS1",0.249854326117614,0.405706751112022,2.24347572454559,0.180838484978123,0.856494354443715,0.987661108975073
"ELOA",0.17643564261337,-0.164812830861383,2.14348048268178,-0.0768902876387195,0.938710824015248,0.987661108975073
"PITHD1",0.0465228870589897,0.268261934534756,1.47220650633869,0.18221759880814,0.855411962346736,0.987661108975073
"LYPLA2",0.184830114083278,0.228351593574445,2.19148718309501,0.104199374441217,0.917011130394835,0.987661108975073
"HMGCL",0.0671318610026961,0.277072213087809,1.58096851689833,0.175254731594144,0.860879480145846,0.987661108975073
"CNR2",0.0435821320588478,-0.914110630381878,1.4522369053415,-0.629450075961897,0.529054443121997,0.987661108975073
"PNRC2",0.140955857008205,-1.44918004641035,2.09296980802331,-0.692403703510187,0.488683840691252,0.987661108975073
"SRSF10",0.504167250777247,0.176611581488911,2.03665456110443,0.086716512884315,0.930896850478863,0.987661108975073
"MYOM3",0.146629533716103,0.93295819504742,1.93446088532778,0.482283308038734,0.629604703268644,0.987661108975073
"IFNLR1",0.0435821320588478,-0.914110630381878,1.4522369053415,-0.629450075961897,0.529054443121997,0.987661108975073
"STPG1",0.224637850519821,-0.245310691770825,2.38860904263006,-0.102700227367773,0.918200893186764,0.987661108975073
"NIPAL3",0.430014525143595,0.450380866094827,2.06262943195555,0.218352777826808,0.827154255611833,0.987661108975073
"RCAN3AS",0.0671318610026961,0.277072213087809,1.58096851689833,0.175254731594144,0.860879480145846,0.987661108975073
"SRRM1",0.713114418201603,-0.299849007732015,1.58901854261458,-0.188700760683788,0.850327355360149,0.987661108975073
"CLIC4",14.1406351664857,0.743446882339791,0.619254040579318,1.20055233171234,0.229924901294573,0.987661108975073
"RUNX3",0.11406006056295,-1.34484701404822,1.77847030293431,-0.756181878229481,0.449540156304681,0.987661108975073
"SYF2",0.136627906176827,0.32535963246417,1.9184477942033,0.169595249580032,0.865328458715213,0.987661108975073
"AL031432.4",0.0917843399652984,-0.958143245316231,1.72830291377529,-0.55438386273577,0.579316167635578,0.987661108975073
"RSRP1",1.70947687604204,-1.22342477585652,1.03304683334632,-1.18428781383852,0.236299151056401,0.987661108975073
"TMEM50A",0.522549933747354,-0.498840523257873,1.88657734931841,-0.264415621992969,0.791459675158478,0.987661108975073
"MACO1",2.08049099877771,-1.45591547431281,1.03324765258763,-1.40906729443485,0.15881527055056,0.987661108975073
"LDLRAP1",0.38112745391317,0.665313658330261,2.12411506940249,0.31321921675242,0.754114119603642,0.987661108975073
"MAN1C1",1.08684772935223,-1.00828379485117,1.20549200139779,-0.836408531688344,0.402925114551313,0.987661108975073
"SELENON",0.50865721350459,-1.09237451520087,2.0382308879264,-0.535942479172319,0.591998304953507,0.987661108975073
"MTFR1L",0.132853510554522,0.282849229907363,2.02651330519045,0.139574326594802,0.888996326439284,0.987661108975073
"AUNIP",0.0465228870589897,0.268261934534756,1.47220650633869,0.18221759880814,0.855411962346736,0.987661108975073
"PAFAH2",0.0704779285041025,-0.949837899931022,1.59472650036181,-0.595611786544917,0.551434600875986,0.987661108975073
"CEP85",0.0465228870589897,0.268261934534756,1.47220650633869,0.18221759880814,0.855411962346736,0.987661108975073
"SH3BGRL3",0.137609789506799,-0.235573971786808,1.91382341969521,-0.123090756107648,0.902035231172041,0.987661108975073
"UBXN11",0.0704779285041025,-0.949837899931022,1.59472650036181,-0.595611786544917,0.551434600875986,0.987661108975073
"DHDDS",0.346800257536454,-2.29794933355927,2.3380628034625,-0.982843288108503,0.325684573121641,0.987661108975073
"HMGN2",0.17643564261337,-0.164812830861383,2.14348048268178,-0.0768902876387195,0.938710824015248,0.987661108975073
"RPS6KA1",0.199985371557218,1.09753662719898,2.25290911219576,0.487164183081174,0.626141985202341,0.987661108975073
"ARID1A",1.29048962625621,0.154755931132714,1.14249172661618,0.135454749935975,0.892252338768863,0.987661108975073
"ZDHHC18",0.365813667766158,2.09397327701579,2.57046401302299,0.814628513142722,0.415284984193007,0.987661108975073
"GPN2",0.346742456807883,0.185198403171466,2.16372543270024,0.0855923770976551,0.93179045841669,0.987661108975073
"NUDC",1.42935040848957,-0.382877674755419,1.08915183851971,-0.351537463569631,0.72518517176783,0.987661108975073
"SLC9A1",0.23602846374634,-0.245901460558966,2.43144110592384,-0.101134039380951,0.919444057044452,0.987661108975073
"WDTC1",0.478216733050045,0.280166672942427,1.87178157372881,0.149679148932053,0.881017759575954,0.987661108975073
"TMEM222",0.0917843399652984,-0.958143245316231,1.72830291377529,-0.55438386273577,0.579316167635578,0.987661108975073
"MAP3K6",0.462490489788406,0.113020764293399,2.05305886464018,0.0550499385282883,0.956098678888579,0.990131724387494
"WASF2",2.47326753299015,0.4577395677148,0.82070594892018,0.557738820240133,0.577022744960637,0.987661108975073
"AHDC1",0.629193614259091,-0.732191309404115,1.88165388131299,-0.389121143200471,0.697186533609133,0.987661108975073
"FGR",0.229163314780587,-0.985258300764758,2.65847146233131,-0.370610824575394,0.710927418515467,0.987661108975073
"IFI6",0.485237597681002,-0.832397278583867,2.27287511265094,-0.366230979410484,0.714192727355316,0.987661108975073
"FAM76A",0.368881974300862,0.819641355194548,2.62556362627324,0.312177296711701,0.754905785131796,0.987661108975073
"STX12",2.70016730196482,0.319877887747911,0.704017445125781,0.454360740579036,0.64956920451031,0.987661108975073
"PPP1R8",0.100106646657113,0.280230015192547,1.79066450571779,0.156494985128561,0.875642871831415,0.987661108975073
"RPA2",0.132853510554522,0.282849229907363,2.02651330519045,0.139574326594802,0.888996326439284,0.987661108975073
"AL512288.1",0.0465228870589897,0.268261934534756,1.47220650633869,0.18221759880814,0.855411962346736,0.987661108975073
"EYA3",1.21764441740459,-0.34492717922315,1.08047931365961,-0.319235338300809,0.749548061674031,0.987661108975073
"PTAFR",0.113654748061686,0.895108281595376,1.75220441713685,0.510846949614479,0.609458230853502,0.987661108975073
"DNAJC8",0.229163314780587,-0.985258300764758,2.65847146233131,-0.370610824575394,0.710927418515467,0.987661108975073
"ATP5IF1",0.0704779285041025,-0.949837899931022,1.59472650036181,-0.595611786544917,0.551434600875986,0.987661108975073
"SESN2",0.0465228870589897,0.268261934534756,1.47220650633869,0.18221759880814,0.855411962346736,0.987661108975073
"PHACTR4",3.59275627485828,0.608974651648115,0.625420070540233,0.973705002978378,0.330203032504391,0.987661108975073
"RCC1",0.205844400528249,-1.7553694919983,2.10273748743694,-0.834802015223473,0.403829191028799,0.987661108975073
"TRNAU1AP",0.481761417059335,-1.02473954826154,1.89814305511084,-0.539864234943926,0.589290664333892,0.987661108975073
"TAF12",0.452977931883853,1.30235914635553,2.28397681763914,0.570215571496795,0.568531496004716,0.987661108975073
"LINC01715",0.100106646657113,0.280230015192547,1.79066450571779,0.156494985128561,0.875642871831415,0.987661108975073
"GMEB1",0.79880891450436,0.769774444938441,1.5271529957548,0.504058497791818,0.614220270127512,0.987661108975073
"YTHDF2",0.723576779219121,-0.405568653947043,1.52172027743397,-0.266519845967315,0.789838877097995,0.987661108975073
"EPB41",1.53044916881394,0.0863353285365645,0.98365900247361,0.0877695708771605,0.930059823324989,0.987661108975073
"SRSF4",2.38484148880611,0.0788470748022154,0.760715373865754,0.103648588566753,0.917448227185244,0.987661108975073
"MECR",0.382657997462442,1.17474070493034,2.11168765174561,0.556304197715625,0.578002918024588,0.987661108975073
"PTPRU",0.11406006056295,-1.34484701404822,1.77847030293431,-0.756181878229481,0.449540156304681,0.987661108975073
